datetime,cow_mean,dog_mean,sheep_mean,ODBA_mean
4/11/16 6:30,91928,111449,90723,294100
4/11/16 6:45,161151,63764,94946,319862
4/11/16 7:00,140530,35758,67128,243416
4/11/16 7:15,200614,337706,48330,586650
4/11/16 7:30,196985,132322,55283,384591
4/11/16 7:45,205984,55545,56199,317729
4/11/16 8:00,186332,43681,78711,308724
4/11/16 8:15,146158,13400,115976,275534
4/11/16 8:30,108819,10893,83453,203166
4/11/16 8:45,102351,105785,106423,314559
4/11/16 9:00,83203,97697,78613,259513
4/11/16 9:15,97977,55471,51808,205256
4/11/16 9:30,67664,106353,51577,225594
4/11/16 9:45,104876,57513,27390,189779
4/11/16 10:00,75965,18326,19923,114214
4/11/16 10:15,56070,41684,16847,114601
4/11/16 10:30,81221,50499,124381,256101
4/11/16 10:45,152260,33183,81095,266538
4/11/16 11:00,108471,17130,116437,242038
4/11/16 11:15,79894,12270,130520,222684
4/11/16 11:30,70222,21361,44465,136048
4/11/16 11:45,79068,60270,26308,165646
4/11/16 12:00,98221,57398,35666,191286
4/11/16 12:15,95415,34907,19359,149681
4/11/16 12:30,66154,33197,81876,181227
4/11/16 12:45,50140,38618,132239,220997
4/11/16 13:00,72584,29085,89940,191609
4/11/16 13:15,59962,12573,112099,184635
4/11/16 13:30,79022,16622,128924,224568
4/11/16 13:45,62269,24067,131235,217571
4/11/16 14:00,56798,13503,126429,196731
4/11/16 14:15,97554,47531,117515,262600
4/11/16 14:30,95315,63343,113973,272631
4/11/16 14:45,74273,46373,105361,226006
4/11/16 15:00,102356,21103,135251,258710
4/11/16 15:15,118755,67135,109218,295108
4/11/16 15:30,112216,48393,108623,269232
4/11/16 15:45,103707,30951,127496,262154
4/11/16 16:00,97132,63026,151477,311636
4/11/16 16:15,81694,67911,104701,254306
4/11/16 16:30,76708,95058,99215,270981
