datetime,ODBAsum_mean,cow_sum_mean,dog_sum_mean,sheep_sum_mean
7/3/17 5:15,126618,57549,35957,33112
7/3/17 5:30,212630,103779,56211,52641
7/3/17 5:45,268259,160176,48554,59530
7/3/17 6:00,186566,126851,16909,42804
7/3/17 6:15,188948,135047,19228,34674
7/3/17 6:30,224007,168478,23061,32467
7/3/17 6:45,212158,138410,32279,41470
7/3/17 7:00,201097,119589,40295,41214
7/3/17 7:15,284197,176971,57032,50195
7/3/17 7:30,240159,151409,27903,60847
7/3/17 7:45,257048,156822,35417,64807
7/3/17 8:00,282973,185943,25777,71254
7/3/17 8:15,272744,162497,36372,73874
7/3/17 8:30,275598,167380,31789,76426
7/3/17 8:45,297736,143805,25818,128114
7/3/17 9:00,342510,131130,27104,184275
7/3/17 9:15,318676,155708,18092,144875
7/3/17 9:30,272624,133245,33661,105720
7/3/17 9:45,201053,78505,44524,78026
7/3/17 10:00,123555,51092,28098,44365
7/3/17 10:15,110297,54467,14407,41421
7/3/17 10:30,111995,62949,13404,35645
7/3/17 10:45,112340,54617,16884,40837
7/3/17 11:00,126947,52946,25523,48476
7/3/17 11:15,156456,55568,31748,69139
7/3/17 11:30,144960,51111,38213,55636
7/3/17 11:45,108481,37166,33857,37459
7/3/17 12:00,119130,62998,29292,26840
7/3/17 12:15,113048,66114,15853,31080
7/3/17 12:30,122899,71461,17073,34365
7/3/17 12:45,148066,82616,21454,43996
7/3/17 13:00,184286,120514,20820,42954
7/3/17 13:15,262116,176950,43350,41819
7/3/17 13:30,250732,169411,40674,40646
7/3/17 13:45,175384,124265,10120,41000
7/3/17 14:00,164584,108379,14241,41964
7/3/17 14:15,176137,81918,26119,68102
7/3/17 14:30,157800,57271,27293,73238
7/3/17 14:45,122063,52290,14743,55030
7/3/17 15:00,156884,68899,24534,63450
7/3/17 15:15,189707,86404,30287,73014
7/3/17 15:30,178856,88490,21715,68652
7/3/17 15:45,202764,87142,14802,100823
7/3/17 16:00,169511,80125,10859,78528
7/3/17 16:15,146515,74377,16720,55417
7/3/17 16:30,306930,142177,60434,104320
7/3/17 16:45,410450,198432,55566,156451
7/3/17 17:00,340238,157944,40982,141313
7/3/17 17:15,340741,193603,26378,120759
7/3/17 17:30,274140,146682,22473,104988
7/3/17 17:45,292174,150632,20639,120903
7/3/17 18:00,283620,165643,17681,100296
7/3/17 18:15,240286,170931,16134,53221
7/3/17 18:30,228029,150976,27508,49546
7/3/17 18:45,302379,172218,65150,65012
7/3/17 19:00,293698,173851,42481,77365
7/3/17 19:15,212881,126119,18678,68085
7/3/17 19:30,142661,92591,9787,40283
7/3/17 19:45,106468,58669,9828,37970
7/3/17 20:00,116845,46581,10333,59929
7/3/17 20:15,121162,49187,12874,59102
7/3/17 20:30,148911,66510,13217,69184
7/3/17 20:45,131289,61873,9679,59738
7/3/17 21:00,90592,46042,9264,35289
7/3/17 21:15,95647,43694,13872,38081
7/3/17 21:30,109660,47077,18173,44407
7/3/17 21:45,120028,47471,17625,54933
7/3/17 22:00,123736,44274,11165,68300
7/3/17 22:15,125962,45601,9511,70849
7/3/17 22:30,122102,66053,9540,46509
7/3/17 22:45,120685,80796,9505,30386
7/3/17 23:00,123090,71170,9885,42034
7/3/17 23:15,134863,58799,13708,62357
7/3/17 23:30,130700,55697,16603,58399
7/3/17 23:45,113326,52100,11901,49324
8/3/17 0:00,87368,36660,20297,30410
8/3/17 0:15,109849,45074,28075,36700
8/3/17 0:30,115929,57210,19200,39520
8/3/17 0:45,119029,61100,14021,43908
8/3/17 1:00,118622,59679,14603,44341
8/3/17 1:15,110878,65390,9401,36085
8/3/17 1:30,91289,50719,9329,31240
8/3/17 1:45,84760,44704,14637,25418
8/3/17 2:00,87335,46832,11907,28595
8/3/17 2:15,91776,40351,13901,37521
8/3/17 2:30,110586,42735,27492,40360
8/3/17 2:45,117967,46560,32487,38921
8/3/17 3:00,107266,51901,19643,35723
8/3/17 3:15,100081,48055,24169,27857
8/3/17 3:30,94632,42848,21219,30565
8/3/17 3:45,100577,40923,25141,34512
8/3/17 4:00,123655,42558,46725,34371
8/3/17 4:15,107015,46116,26115,34784
8/3/17 4:30,88702,48426,10180,30094
8/3/17 4:45,120437,71259,21251,27927
8/3/17 5:00,171271,106537,29378,35356
8/3/17 5:15,206038,133353,39717,32967
8/3/17 5:30,229718,163015,29508,37195
8/3/17 5:45,199862,136160,31961,31743
8/3/17 6:00,163640,108724,20108,34808
8/3/17 6:15,168645,92895,34787,40964
8/3/17 6:30,196605,82896,63063,50646
8/3/17 6:45,220059,92813,77743,49501
8/3/17 7:00,299814,195282,64149,40382
8/3/17 7:15,325661,221906,41677,62074
8/3/17 7:30,292975,192932,33984,66059
8/3/17 7:45,325473,215791,30252,79428
8/3/17 8:00,317770,220389,36098,61282
8/3/17 8:15,286003,199218,13147,73638
8/3/17 8:30,306447,183351,11986,111109
8/3/17 8:45,296365,169754,19725,106889
8/3/17 9:00,236914,161137,17360,58417
8/3/17 9:15,168668,118981,16204,33481
8/3/17 9:30,113244,69181,13525,30539
8/3/17 9:45,119653,45724,13185,60745
8/3/17 10:00,157055,52911,40611,63532
8/3/17 10:15,163573,51943,52378,59252
8/3/17 10:30,119700,48003,24354,47343
8/3/17 10:45,110467,51669,27266,31534
8/3/17 11:00,124174,67037,26157,30980
8/3/17 11:15,140308,81442,29736,29131
8/3/17 11:30,142175,92932,16736,32507
8/3/17 11:45,176307,91727,31218,53365
8/3/17 12:00,98774,42890,18946,36939
8/3/17 12:15,119625,57731,17474,44419
8/3/17 12:30,107803,59450,17166,31188
8/3/17 12:45,115017,71033,12169,31813
8/3/17 13:00,127543,75230,23311,29003
8/3/17 13:15,122291,73123,20466,28702
8/3/17 13:30,109826,56430,20698,32699
8/3/17 13:45,133281,61004,31695,40582
8/3/17 14:00,133649,65920,28876,38853
8/3/17 14:15,124619,59135,26689,38793
8/3/17 14:30,137935,47596,24074,66266
8/3/17 14:45,153658,46971,18975,87712
8/3/17 15:00,175164,52765,29441,92960
8/3/17 15:15,202131,85511,38822,77798
8/3/17 15:30,210024,99537,23541,86945
8/3/17 15:45,182798,74340,32714,75745
8/3/17 16:00,175790,79594,22382,73814
8/3/17 16:15,211865,92601,34040,85224
8/3/17 16:30,229660,116664,39995,73002
8/3/17 16:45,319862,192441,61834,65589
8/3/17 17:00,339763,207352,51911,80501
8/3/17 17:15,266143,150841,29211,86094
8/3/17 17:30,221198,115580,22171,83445
8/3/17 17:45,229708,114852,19032,95824
8/3/17 18:00,220600,81597,21015,117988
8/3/17 18:15,260090,104024,34327,121739
8/3/17 18:30,316919,162932,31985,122004
8/3/17 18:45,393331,242686,37221,113425
8/3/17 19:00,368419,238720,39318,90381
8/3/17 19:15,340859,206242,52971,81645
8/3/17 19:30,295055,169539,56654,68862
8/3/17 19:45,201129,122004,25010,54114
8/3/17 20:00,123130,77832,9604,35695
8/3/17 20:15,112903,60344,15158,37401
8/3/17 20:30,137259,52020,14926,70311
8/3/17 20:45,136219,49048,9845,77325
8/3/17 21:00,119057,43024,9853,66181
8/3/17 21:15,152639,46175,18052,88413
8/3/17 21:30,187548,45865,51911,89772
8/3/17 21:45,125095,42184,34942,47971
8/3/17 22:00,112330,50456,13461,48411
8/3/17 22:15,130278,63204,10773,56303
8/3/17 22:30,140460,71147,12651,56663
8/3/17 22:45,141166,65202,13088,62876
8/3/17 23:00,139765,62766,19208,57790
8/3/17 23:15,134886,55182,37940,41765
8/3/17 23:30,106419,54907,16414,35099
8/3/17 23:45,85021,42889,11673,30460
9/3/17 0:00,133154,55573,9493,68086
9/3/17 0:15,145042,59669,20327,65045
9/3/17 0:30,173988,63161,21488,89339
9/3/17 0:45,137868,52222,13573,72071
9/3/17 1:00,119083,50404,10406,58274
9/3/17 1:15,126697,49080,19138,58478
9/3/17 1:30,125723,56847,15892,52986
9/3/17 1:45,103751,51418,10728,41606
9/3/17 2:00,93888,47831,11384,34675
9/3/17 2:15,104681,55048,10733,38899
9/3/17 2:30,101817,49995,9412,42408
9/3/17 2:45,111436,41214,9330,60893
9/3/17 3:00,100846,37928,12704,50214
9/3/17 3:15,91100,37178,15740,38182
9/3/17 3:30,80844,40033,10025,30785
9/3/17 3:45,100003,44551,23248,32206
9/3/17 4:00,98320,38441,25796,34082
9/3/17 4:15,92548,38096,20428,34023
9/3/17 4:30,95739,42140,24427,29171
9/3/17 4:45,113021,52796,33752,26471
9/3/17 5:00,119107,60024,27946,31137
9/3/17 5:15,141719,85334,21116,35269
9/3/17 5:30,203839,107554,56388,39898
9/3/17 5:45,267767,165526,50432,51811
9/3/17 6:00,241982,167670,19098,55215
9/3/17 6:15,167842,102895,21063,43882
9/3/17 6:30,162070,103113,18811,40147
9/3/17 6:45,190096,132190,22716,35189
9/3/17 7:00,171305,97621,36633,37050
9/3/17 7:15,241478,127287,48397,65794
9/3/17 7:30,298242,168688,55549,74006
9/3/17 7:45,275742,170245,46957,58539
9/3/17 8:00,389575,236164,60595,92814
9/3/17 8:15,415363,229599,45927,139837
9/3/17 8:30,325640,172143,40013,113481
9/3/17 8:45,268303,107565,52996,107743
9/3/17 9:00,174975,60116,30621,84237
9/3/17 9:15,127169,40424,17357,69387
9/3/17 9:30,126200,41474,17277,67448
9/3/17 9:45,119714,44075,15356,60282
9/3/17 10:00,134740,67042,14324,53373
9/3/17 10:15,133457,84103,22205,27149
9/3/17 10:30,128655,81337,25269,22050
9/3/17 10:45,124768,80113,14429,30225
9/3/17 11:00,137960,75871,12844,49246
9/3/17 11:15,122461,57909,17396,47159
9/3/17 11:30,160806,59582,22626,78595
9/3/17 11:45,162063,60855,17507,83702
9/3/17 12:00,181583,85742,22673,73169
9/3/17 12:15,197266,66772,12744,117749
9/3/17 12:30,167542,55837,15326,96377
9/3/17 12:45,126261,51033,11855,63372
9/3/17 13:00,133120,51326,13575,68218
9/3/17 13:15,149586,51767,23713,74108
9/3/17 13:30,130984,43243,24709,63029
9/3/17 13:45,168681,56459,33261,78961
9/3/17 14:00,239638,96115,78198,65327
9/3/17 14:15,212850,119906,49520,43423
9/3/17 14:30,178108,104640,35140,38330
9/3/17 14:45,154156,89834,17228,47091
9/3/17 15:00,110050,64528,9542,35979
9/3/17 15:15,119293,50848,13391,55054
9/3/17 15:30,153046,61139,24822,67085
9/3/17 15:45,185920,93184,29677,63058
9/3/17 16:00,200431,103527,21483,75423
9/3/17 16:15,190830,92382,33183,65265
9/3/17 16:30,260952,132171,65333,63448
9/3/17 16:45,288303,144347,44781,99175
9/3/17 17:00,318329,171444,36095,110788
9/3/17 17:15,284084,133922,23684,126477
9/3/17 17:30,333044,172800,41493,118751
9/3/17 17:45,337481,187869,57263,92352
9/3/17 18:00,287316,179457,39182,68678
9/3/17 18:15,287698,194061,27801,65836
9/3/17 18:30,312056,222430,27625,62001
9/3/17 18:45,281222,185626,39127,56469
9/3/17 19:00,266739,153146,72494,41098
9/3/17 19:15,245394,122612,88394,34388
9/3/17 19:30,198543,89300,63983,45260
9/3/17 19:45,199856,81020,49261,69574
9/3/17 20:00,178422,78237,25915,74268
9/3/17 20:15,153658,68239,26088,59332
9/3/17 20:30,126095,63575,23587,38932
9/3/17 20:45,108589,59519,10911,38161
9/3/17 21:00,119882,63877,10920,45085
9/3/17 21:15,149761,74169,25193,50400
9/3/17 21:30,199704,90487,47379,61840
9/3/17 21:45,198836,75915,57523,65398
9/3/17 22:00,144467,64983,28822,50661
9/3/17 22:15,113600,60407,11314,41880
9/3/17 22:30,109159,57205,9653,42304
9/3/17 22:45,171059,69776,22375,78906
9/3/17 23:00,171705,70533,34641,66530
9/3/17 23:15,122102,55548,14081,52475
9/3/17 23:30,105609,46359,9794,49459
9/3/17 23:45,118715,47564,9633,61518
10/3/17 0:00,134826,62296,22520,50011
10/3/17 0:15,134500,60028,19267,55201
10/3/17 0:30,130443,55466,15654,59322
10/3/17 0:45,142096,43217,22888,75992
10/3/17 1:00,125257,39294,18843,67121
10/3/17 1:15,127573,48340,10372,68862
10/3/17 1:30,147172,63659,20729,62785
10/3/17 1:45,163690,69456,45962,48272
10/3/17 2:00,137157,65433,25069,46657
10/3/17 2:15,118238,56213,15889,46138
10/3/17 2:30,95793,47020,14320,34453
10/3/17 2:45,99765,51400,12061,36304
10/3/17 3:00,99285,50801,9785,38697
10/3/17 3:15,92270,51597,12021,28652
10/3/17 3:30,89436,47709,12736,28994
10/3/17 3:45,88744,45499,14497,28748
10/3/17 4:00,92366,40489,17728,34147
10/3/17 4:15,83306,39881,10859,32568
10/3/17 4:30,92341,49712,9940,32686
10/3/17 4:45,108872,53800,22896,32177
10/3/17 5:00,123626,57548,35750,30327
10/3/17 5:15,185104,103298,43757,38049
10/3/17 5:30,220315,137009,35282,48024
10/3/17 5:45,183717,113824,28082,41809
10/3/17 6:00,158681,95932,17304,45444
10/3/17 6:15,146513,82245,16217,48051
10/3/17 6:30,146123,89221,24641,32262
10/3/17 6:45,177994,99361,51393,27240
10/3/17 7:00,253154,162146,59044,31961
10/3/17 7:15,228789,152746,38272,37774
10/3/17 7:30,211910,109628,58055,44224
10/3/17 7:45,229190,122550,52934,53705
10/3/17 8:00,262935,182784,37231,42920
10/3/17 8:15,289123,214860,43736,30527
10/3/17 8:30,267859,209683,23262,34915
10/3/17 8:45,251281,196200,10602,44476
10/3/17 9:00,255734,170017,11269,74450
10/3/17 9:15,227847,138528,12880,76439
10/3/17 9:30,176893,102652,11774,62466
10/3/17 9:45,175370,99691,13835,61844
10/3/17 10:00,148733,82438,13187,53109
10/3/17 10:15,118211,50268,18326,49617
10/3/17 10:30,111918,42196,21261,48461
10/3/17 10:45,132058,67213,19406,45439
10/3/17 11:00,127573,85378,12584,29612
10/3/17 11:15,99722,66263,10184,23275
10/3/17 11:30,110238,71164,13035,26041
10/3/17 11:45,92481,49648,14506,28327
10/3/17 12:00,106142,44484,10856,50804
10/3/17 12:15,82769,39204,9809,33756
10/3/17 12:30,91487,50038,10300,31151
10/3/17 12:45,100201,53795,14364,32044
10/3/17 13:00,141692,62614,21693,57388
10/3/17 13:15,142271,55166,30468,56637
10/3/17 13:30,139083,46589,52006,40489
10/3/17 13:45,135229,48953,44248,42027
10/3/17 14:00,95764,57144,12099,26521
10/3/17 14:15,129984,82898,22264,24824
10/3/17 14:30,148389,93604,21561,33222
10/3/17 14:45,145471,69769,20548,55153
10/3/17 15:00,157553,57505,38505,61543
10/3/17 15:15,191019,69255,48420,73346
10/3/17 15:30,136526,75158,13903,47465
10/3/17 15:45,187241,105985,15101,66158
10/3/17 16:00,300198,178233,38433,83530
10/3/17 16:15,274667,158206,42452,74009
10/3/17 16:30,233855,115713,46928,71216
10/3/17 16:45,275514,144204,37403,93910
10/3/17 17:00,336127,173462,46372,116293
10/3/17 17:15,379324,198974,37883,142462
10/3/17 17:30,347381,220030,23115,104237
10/3/17 17:45,346828,235427,15702,95698
10/3/17 18:00,317272,167113,17956,132203
10/3/17 18:15,290458,159113,15762,115582
10/3/17 18:30,379190,236096,39647,103446
10/3/17 18:45,387120,252604,37100,97417
10/3/17 19:00,322631,205423,25730,91478
10/3/17 19:15,260914,138860,43644,78410
10/3/17 19:30,215146,108560,46297,60289
10/3/17 19:45,196347,85618,58004,52726
10/3/17 20:00,154737,71722,38399,44616
10/3/17 20:15,149927,96071,17273,36583
10/3/17 20:30,165899,108066,25480,32354
10/3/17 20:45,168734,91185,51034,26515
10/3/17 21:00,147225,75808,40413,31005
10/3/17 21:15,122564,51675,16936,53954
10/3/17 21:30,117065,34738,27619,54707
10/3/17 21:45,149692,37766,45360,66568
10/3/17 22:00,153811,65347,35288,53177
10/3/17 22:15,126591,74335,17870,34385
10/3/17 22:30,92077,51283,13124,27672
10/3/17 22:45,84740,42777,12693,29271
10/3/17 23:00,79528,41201,11279,27048
10/3/17 23:15,86375,45686,10496,30193
10/3/17 23:30,109503,61085,11837,36582
10/3/17 23:45,107190,57074,14194,35923
11/3/17 0:00,146396,51915,47485,46997
11/3/17 0:15,206041,58631,78340,69068
11/3/17 0:30,215785,65104,78354,72325
11/3/17 0:45,162298,59413,52523,50362
11/3/17 1:00,144079,66859,42435,34785
11/3/17 1:15,146090,63787,43379,38926
11/3/17 1:30,150880,60195,53197,37486
11/3/17 1:45,142358,63774,45709,32875
11/3/17 2:00,127538,75045,12392,40098
11/3/17 2:15,128764,70557,10539,47667
11/3/17 2:30,114626,65535,13851,35242
11/3/17 2:45,111792,51825,19063,40903
11/3/17 3:00,136155,51831,24701,59624
11/3/17 3:15,123589,54310,28333,40945
11/3/17 3:30,104985,57057,18385,29542
11/3/17 3:45,100877,60375,14715,25788
11/3/17 4:00,93237,53471,14748,25018
11/3/17 4:15,94429,42911,18180,33336
11/3/17 4:30,90567,40549,12254,37765
11/3/17 4:45,98922,55052,13427,30444
11/3/17 5:00,130221,76015,19000,35208
11/3/17 5:15,178128,85724,37624,54781
11/3/17 5:30,243170,133091,59006,51075
11/3/17 5:45,224090,135314,53161,35614
11/3/17 6:00,170180,95594,46000,28587
11/3/17 6:15,134288,66862,34824,32605
11/3/17 6:30,131835,58924,30626,42285
11/3/17 6:45,160605,67077,53644,39885
11/3/17 7:00,232138,137237,58427,36474
11/3/17 7:15,193987,134039,22770,37177
11/3/17 7:30,200765,120518,29347,50902
11/3/17 7:45,272353,179901,40314,52141
11/3/17 8:00,281031,194171,33264,53594
11/3/17 8:15,269556,172218,21304,76035
11/3/17 8:30,238404,120343,23959,94105
11/3/17 8:45,214391,92928,29852,91610
11/3/17 9:00,221203,103014,33530,84660
11/3/17 9:15,196184,79857,38718,77608
11/3/17 9:30,158545,57668,31213,69665
11/3/17 9:45,153894,65084,24709,64101
11/3/17 10:00,166232,80170,21220,64843
11/3/17 10:15,166309,94990,14429,56889
11/3/17 10:30,416260,99325,12128,304806
11/3/17 10:45,632427,85790,13224,533413
11/3/17 11:00,464161,69665,9995,384500
11/3/17 11:15,424172,49305,19785,355082
11/3/17 11:30,399240,76112,26950,296181
11/3/17 11:45,410214,141737,13105,255371
11/3/17 12:00,107243,51652,19502,36089
11/3/17 12:15,117340,57279,12878,47184
11/3/17 12:30,128890,62438,20508,45944
11/3/17 12:45,205319,142977,30554,31787
11/3/17 13:00,230666,176727,19669,34271
11/3/17 13:15,212436,160008,13200,39232
11/3/17 13:30,192733,135235,13040,44458
11/3/17 13:45,158015,93173,18960,45879
11/3/17 14:00,124725,59907,16563,48254
11/3/17 14:15,116399,56836,14596,44969
11/3/17 14:30,133787,69976,9967,53843
11/3/17 14:45,162136,76293,11011,74832
11/3/17 15:00,159547,101044,19026,39476
11/3/17 15:15,160355,103672,27306,29377
11/3/17 15:30,146560,91558,15001,40001
11/3/17 15:45,163655,87828,9760,66067
11/3/17 16:00,189132,86109,23242,79782
11/3/17 16:15,179080,89167,26209,63705
11/3/17 16:30,153974,87886,14258,51830
11/3/17 16:45,176416,89725,32876,53814
11/3/17 17:00,213263,115255,34615,63394
11/3/17 17:15,278941,97283,28548,153112
11/3/17 17:30,357974,137550,31795,188630
11/3/17 17:45,336265,157880,43312,135073
11/3/17 18:00,314284,169099,38564,106620
11/3/17 18:15,352130,217146,39658,95329
11/3/17 18:30,345433,217262,41280,86890
11/3/17 18:45,295976,185104,25388,85483
11/3/17 19:00,278057,182799,39376,55883
11/3/17 19:15,337327,196080,59382,81865
11/3/17 19:30,396981,210873,80636,105473
11/3/17 19:45,294254,179159,53395,61702
11/3/17 20:00,233223,147240,19303,66680
11/3/17 20:15,176654,104850,15828,55977
11/3/17 20:30,144482,69796,15446,59239
11/3/17 20:45,139329,65035,17268,57025
11/3/17 21:00,146057,60595,24490,60972
11/3/17 21:15,140901,49425,36011,55465
11/3/17 21:30,129482,42878,37827,48776
11/3/17 21:45,131080,47244,36820,47017
11/3/17 22:00,133176,61661,32323,39192
11/3/17 22:15,155473,69699,41159,44617
11/3/17 22:30,149207,89329,20524,39355
11/3/17 22:45,146309,92201,13171,40939
11/3/17 23:00,133803,87504,9888,36412
11/3/17 23:15,131518,91712,10327,29479
11/3/17 23:30,123361,75273,20923,27168
11/3/17 23:45,110573,55181,22438,32953
12/3/17 0:00,147476,54518,48730,44228
12/3/17 0:15,96473,52621,12981,30870
12/3/17 0:30,88307,51137,11280,25890
12/3/17 0:45,95085,52472,14863,27751
12/3/17 1:00,127519,80684,16338,30497
12/3/17 1:15,150133,83366,23181,43585
12/3/17 1:30,125998,65186,15941,44871
12/3/17 1:45,117329,70598,12875,33855
12/3/17 2:00,99217,53110,12126,33982
12/3/17 2:15,97296,50346,9512,37440
12/3/17 2:30,98232,38572,11875,47786
12/3/17 2:45,89182,35256,21092,32835
12/3/17 3:00,89158,43643,14762,30751
12/3/17 3:15,104321,46367,19568,38387
12/3/17 3:30,95767,44635,24506,26626
12/3/17 3:45,93499,44552,14317,34630
12/3/17 4:00,95217,43789,9752,41676
12/3/17 4:15,87971,46542,9558,31870
12/3/17 4:30,80970,44611,9676,26681
12/3/17 4:45,84960,50342,9817,24801
12/3/17 5:00,88250,48209,10703,29339
12/3/17 5:15,136434,56818,42808,36807
12/3/17 5:30,225277,121094,44192,59991
12/3/17 5:45,199952,123934,20914,55105
12/3/17 6:00,170786,105358,25678,39748
12/3/17 6:15,193654,120718,38635,34301
12/3/17 6:30,190637,121852,23225,45563
12/3/17 6:45,165540,93898,16618,55023
12/3/17 7:00,168783,90259,27001,51523
12/3/17 7:15,230269,163078,31985,35205
12/3/17 7:30,239433,163408,23039,52985
12/3/17 7:45,273751,178932,26030,68788
12/3/17 8:00,296389,199254,27567,69566
12/3/17 8:15,268210,172434,24184,71592
12/3/17 8:30,241878,156799,21649,63432
12/3/17 8:45,233823,152644,27759,53420
12/3/17 9:00,206144,129757,43224,33163
12/3/17 9:15,162644,89068,48623,24953
12/3/17 9:30,154588,80362,26007,48217
12/3/17 9:45,218379,130523,28149,59707
12/3/17 10:00,207760,138395,19077,50286
12/3/17 10:15,177145,101232,17799,58113
12/3/17 10:30,155001,89513,13226,52262
12/3/17 10:45,126301,85697,13715,26888
12/3/17 11:00,183439,81015,13701,88721
12/3/17 11:15,345121,56005,13571,275543
12/3/17 11:30,369565,42667,22156,304743
12/3/17 11:45,291073,45122,15702,230249
12/3/17 12:00,390569,136070,12713,241788
12/3/17 12:15,382546,108909,17506,256129
12/3/17 12:30,443708,138548,15446,289716
12/3/17 12:45,378000,159216,9873,208913
12/3/17 13:00,390793,124163,9584,257046
12/3/17 13:15,301490,91924,11997,197570
12/3/17 13:30,225591,73135,14567,137888
12/3/17 13:45,191159,57484,16194,117481
12/3/17 14:00,138667,49822,15517,73328
12/3/17 14:15,172909,45858,12764,114287
12/3/17 14:30,250830,45255,20066,185508
12/3/17 14:45,273848,61969,17018,194862
12/3/17 15:00,297470,58300,12284,226886
12/3/17 15:15,233896,67810,16492,149594
12/3/17 15:30,198660,81113,32978,84568
12/3/17 15:45,207411,103059,20561,83787
12/3/17 16:00,253653,90939,32862,129853
12/3/17 16:15,314228,98934,57071,158224
12/3/17 16:30,256555,99608,40663,116282
12/3/17 16:45,259553,109231,54243,96082
12/3/17 17:00,268999,195033,18690,55277
12/3/17 17:15,258675,177824,27800,53051
12/3/17 17:30,229830,142628,42042,45161
12/3/17 17:45,197144,103863,19738,73543
12/3/17 18:00,188191,82271,33265,72656
12/3/17 18:15,249488,143714,42028,63746
12/3/17 18:30,291193,211978,24960,54256
12/3/17 18:45,317498,223557,49198,44742
12/3/17 19:00,289683,228381,27010,34294
12/3/17 19:15,273430,208271,31181,33976
12/3/17 19:30,262494,184080,44251,34164
12/3/17 19:45,220354,146279,36461,37612
12/3/17 20:00,205446,133008,19785,52655
12/3/17 20:15,171313,117697,15319,38296
12/3/17 20:30,129331,87913,16022,25396
12/3/17 20:45,88598,52444,11771,24385
12/3/17 21:00,92120,51133,9873,31115
12/3/17 21:15,111507,58364,10044,43099
12/3/17 21:30,117920,67470,12727,37722
12/3/17 21:45,108123,55775,18555,33792
12/3/17 22:00,99351,51550,15724,32075
12/3/17 22:15,109650,57328,11178,41146
12/3/17 22:30,130447,66381,17271,46795
12/3/17 22:45,138431,72245,28933,37252
12/3/17 23:00,148773,76826,44546,27400
12/3/17 23:15,153325,78635,45436,29251
12/3/17 23:30,155330,81209,33983,40137
12/3/17 23:45,165541,62694,56485,46363
13/3/17 0:00,88009,53028,10190,24790
13/3/17 0:15,104017,59029,10529,34459
13/3/17 0:30,129445,50832,22944,55668
13/3/17 0:45,107278,44712,14912,47653
13/3/17 1:00,100190,44201,14013,41975
13/3/17 1:15,107953,45917,23963,38074
13/3/17 1:30,115000,47335,37788,29877
13/3/17 1:45,101546,58929,17311,25304
13/3/17 2:00,98471,64680,9562,24229
13/3/17 2:15,84950,50443,9539,24969
13/3/17 2:30,108069,49659,9763,48647
13/3/17 2:45,113124,45556,10025,57544
13/3/17 3:00,90051,48434,10223,31393
13/3/17 3:15,104910,52590,25660,26659
13/3/17 3:30,131145,54075,50643,26426
13/3/17 3:45,110703,60125,22431,28145
13/3/17 4:00,101405,54349,17870,29186
13/3/17 4:15,112972,61800,16268,34906
13/3/17 4:30,110601,48482,26625,35495
13/3/17 4:45,87348,37552,24213,25583
13/3/17 5:00,106520,49049,30856,26615
13/3/17 5:15,167745,89587,51070,27087
13/3/17 5:30,236063,148740,37727,49597
13/3/17 5:45,252956,167236,34491,51230
13/3/17 6:00,241725,173393,35306,33028
13/3/17 6:15,235496,163870,34099,37528
13/3/17 6:30,207912,131322,21339,55250
13/3/17 6:45,198150,85073,46724,66354
13/3/17 7:00,265775,112978,71721,81079
13/3/17 7:15,279807,163417,52177,64213
13/3/17 7:30,236469,151143,36344,48980
13/3/17 7:45,268655,186926,50922,30806
13/3/17 8:00,227237,159707,43036,24495
13/3/17 8:15,216006,132777,55805,27423
13/3/17 8:30,177952,92921,34652,50378
13/3/17 8:45,164524,59178,35058,70288
13/3/17 9:00,157964,53858,50549,53557
13/3/17 9:15,135742,60067,41985,33688
13/3/17 9:30,145797,75077,35469,35253
13/3/17 9:45,138116,77453,25201,35462
13/3/17 10:00,112846,70707,15095,27044
13/3/17 10:15,105729,68702,13284,23743
13/3/17 10:30,134300,66141,12213,55947
13/3/17 10:45,139134,63633,18079,57421
13/3/17 11:00,138838,65248,22810,50782
13/3/17 11:15,184623,79042,33590,71992
13/3/17 11:30,211479,73729,81974,55777
13/3/17 11:45,183260,57759,88502,36998
13/3/17 12:00,236372,48178,10364,177831
13/3/17 12:15,240059,40302,15449,184306
13/3/17 12:30,249627,47232,17369,185027
13/3/17 12:45,254339,59936,11516,182888
13/3/17 13:00,204843,63179,9921,131744
13/3/17 13:15,176757,47691,14864,114203
13/3/17 13:30,193998,54872,18539,120587
13/3/17 13:45,242044,68352,15779,157913
13/3/17 14:00,228417,59796,12458,156162
13/3/17 14:15,125459,55767,14992,54697
13/3/17 14:30,128972,67240,21763,39970
13/3/17 14:45,122050,68555,13598,39897
13/3/17 15:00,109130,56165,24128,28837
13/3/17 15:15,105912,55921,18396,31595
13/3/17 15:30,136914,68338,18535,50040
13/3/17 15:45,173624,79056,50347,44222
13/3/17 16:00,206657,75372,103207,28076
13/3/17 16:15,212744,127946,53834,30962
13/3/17 16:30,274739,173474,67828,33438
13/3/17 16:45,279166,187385,45109,46671
13/3/17 17:00,274355,190722,29462,54170
13/3/17 17:15,275143,202790,21251,51101
13/3/17 17:30,258385,196877,22909,38599
13/3/17 17:45,232934,169948,27580,35404
13/3/17 18:00,256650,160156,24974,71518
13/3/17 18:15,325920,180979,34410,110531
13/3/17 18:30,278664,178414,41815,58435
13/3/17 18:45,223834,153508,33977,36347
13/3/17 19:00,226078,154055,38461,33563
13/3/17 19:15,251531,161263,35557,54712
13/3/17 19:30,194026,127730,13792,52503
