datetime,ODBAsum_mean,cow_sum_mean,dog_sum_mean,sheep_sum_mean
17/1/17 0:15,86942,50082,9862,26998
17/1/17 0:30,87118,38368,10213,38537
17/1/17 0:45,102489,47668,9680,45139
17/1/17 1:00,127276,64176,14362,48739
17/1/17 1:15,111796,56829,14145,40823
17/1/17 1:30,118181,53350,10152,54679
17/1/17 1:45,150127,58067,9847,82215
17/1/17 2:00,129961,65677,10410,53873
17/1/17 2:15,100006,58700,9539,31768
17/1/17 2:30,83832,44032,9388,30412
17/1/17 2:45,87558,50826,9376,27358
17/1/17 3:00,90057,52556,11790,25709
17/1/17 3:15,91916,46921,13071,31926
17/1/17 3:30,96542,50690,12201,33654
17/1/17 3:45,119798,67178,17402,35219
17/1/17 4:00,108287,59800,12405,36081
17/1/17 4:15,105858,48551,9989,47316
17/1/17 4:30,113009,54127,10032,48850
17/1/17 4:45,109138,52100,18007,39031
17/1/17 5:00,168886,72407,68672,27810
17/1/17 5:15,187120,95112,66690,25318
17/1/17 5:30,194156,118802,43323,32028
17/1/17 5:45,258404,173352,35483,49571
17/1/17 6:00,251689,185737,15239,50714
17/1/17 6:15,233412,158491,19211,55711
17/1/17 6:30,196828,123640,30917,42271
17/1/17 6:45,156501,102174,26253,28075
17/1/17 7:00,209046,118822,50592,39631
17/1/17 7:15,312824,202187,56231,54404
17/1/17 7:30,309357,223521,25064,60772
17/1/17 7:45,256858,184739,14023,58097
17/1/17 8:00,203075,141346,22664,39065
17/1/17 8:15,193502,128042,25683,39777
17/1/17 8:30,170231,116125,9483,44623
17/1/17 8:45,137917,91639,9638,36641
17/1/17 9:00,158316,89982,9681,58653
17/1/17 9:15,174584,78850,14939,80793
17/1/17 9:30,154699,69785,21918,62997
17/1/17 9:45,164161,105832,10856,47471
17/1/17 10:00,180381,109803,10071,60508
17/1/17 10:15,133150,66494,12880,53775
17/1/17 10:30,105083,51827,14592,38664
17/1/17 10:45,99827,46282,16207,37342
17/1/17 11:00,110784,48968,19407,42409
17/1/17 11:15,127542,58284,31542,37715
17/1/17 11:30,101110,60593,11996,28521
17/1/17 11:45,100657,64474,10246,25936
18/1/17 0:00,133392,72996,11449,48947
18/1/17 0:15,149543,66237,14460,68847
18/1/17 0:30,149605,56937,14828,77837
18/1/17 0:45,146797,48306,12684,85808
18/1/17 1:00,117310,45453,10197,61660
18/1/17 1:15,85631,36692,12200,36740
18/1/17 1:30,87680,36319,10688,40673
18/1/17 1:45,104162,46290,10323,47550
18/1/17 2:00,93566,48287,11106,34173
18/1/17 2:15,93777,55712,10070,27996
18/1/17 2:30,87886,47004,15998,24884
18/1/17 2:45,84755,45709,15519,23526
18/1/17 3:00,101015,43749,10520,46748
18/1/17 3:15,149676,38512,10071,101093
18/1/17 3:30,118318,40543,13230,64543
18/1/17 3:45,99052,52072,13999,32982
18/1/17 4:00,93986,58037,9352,26597
18/1/17 4:15,91563,59487,9282,22793
18/1/17 4:30,91832,56456,11246,24128
18/1/17 4:45,98284,54511,16837,26934
18/1/17 5:00,118392,63396,19279,35718
18/1/17 5:15,111838,57610,17549,36677
18/1/17 5:30,110694,54998,15229,40467
18/1/17 5:45,157739,79217,26157,52366
18/1/17 6:00,269938,150872,72174,46890
18/1/17 6:15,292054,196175,31602,64279
18/1/17 6:30,258534,159107,26622,72805
18/1/17 6:45,226692,120352,36249,70090
18/1/17 7:00,241765,100854,81734,59179
18/1/17 7:15,271973,155552,72480,43939
18/1/17 7:30,282511,221225,29749,31537
18/1/17 7:45,276592,238791,13896,23904
18/1/17 8:00,245353,209177,10073,26104
18/1/17 8:15,236358,180850,11444,44062
18/1/17 8:30,234025,155383,23578,55065
18/1/17 8:45,212847,138897,15414,58537
18/1/17 9:00,194497,120041,13900,60557
18/1/17 9:15,168485,95832,16619,56036
18/1/17 9:30,159912,80976,20510,58427
18/1/17 9:45,192220,52183,70743,69296
18/1/17 10:00,175134,41646,61123,72363
18/1/17 10:15,169457,66087,28039,75331
18/1/17 10:30,127212,77599,17893,31723
18/1/17 10:45,127762,82366,15313,30084
18/1/17 11:00,114683,63115,12979,38590
18/1/17 11:15,102492,49105,9633,43754
18/1/17 11:30,131825,62024,10197,59604
18/1/17 11:45,108448,54347,10915,43185
18/1/17 12:00,107185,66561,10005,30618
18/1/17 12:15,135796,67187,11180,57429
18/1/17 12:30,149978,70336,12425,67217
18/1/17 12:45,145715,61131,25400,59185
18/1/17 13:00,124373,46585,29800,47988
18/1/17 13:15,100858,42050,11599,47210
18/1/17 13:30,106055,50419,10383,45251
18/1/17 13:45,101436,56821,10694,33918
18/1/17 14:00,97436,48760,11777,36900
18/1/17 14:15,124506,57283,18337,48886
18/1/17 14:30,213764,84591,29970,99202
18/1/17 14:45,353946,160087,43509,150347
18/1/17 15:00,293130,181684,35607,75838
18/1/17 15:15,225224,153366,17873,53985
18/1/17 15:30,157366,96867,10534,49966
18/1/17 15:45,146112,83695,11113,51303
18/1/17 16:00,198975,82293,41192,75490
18/1/17 16:15,245346,93146,73627,78573
18/1/17 16:30,246892,143835,29533,73523
18/1/17 16:45,209831,135364,12994,61472
18/1/17 17:00,278021,172746,40543,64734
18/1/17 17:15,302988,167993,53108,81889
18/1/17 17:30,217643,133650,27700,56291
18/1/17 17:45,277527,182913,43483,51131
18/1/17 18:00,282912,187949,57125,37840
18/1/17 18:15,239663,150814,54177,34673
18/1/17 18:30,179875,115991,25637,38247
18/1/17 18:45,142290,96500,10909,34885
18/1/17 19:00,125397,84741,9709,30947
18/1/17 19:15,110306,71786,11979,26540
18/1/17 19:30,97626,51793,10739,35095
18/1/17 19:45,97241,44052,9777,43410
18/1/17 20:00,92586,44585,11889,36112
18/1/17 20:15,120429,62116,25793,32516
18/1/17 20:30,145015,84487,23613,36915
18/1/17 20:45,123692,81135,12828,29733
18/1/17 21:00,116158,76927,11059,28174
18/1/17 21:15,113858,66554,17429,29874
18/1/17 21:30,103195,45848,28976,28371
18/1/17 21:45,110985,56339,20159,34487
18/1/17 22:00,126124,71332,10773,44019
18/1/17 22:15,134063,66891,19507,47663
18/1/17 22:30,156432,83170,23509,49752
18/1/17 22:45,149941,88358,12646,48936
18/1/17 23:00,145573,57298,9528,78745
18/1/17 23:15,141259,49876,11038,80347
18/1/17 23:30,129067,59292,13080,56695
18/1/17 23:45,129931,78647,12605,38681
19/1/17 0:00,109844,56380,14219,39247
19/1/17 0:15,141083,81658,15372,44053
19/1/17 0:30,136889,70395,10811,55683
19/1/17 0:45,105798,57300,9743,38756
19/1/17 1:00,91802,52558,9555,29689
19/1/17 1:15,98878,49964,9184,39729
19/1/17 1:30,98960,54030,9172,35757
19/1/17 1:45,80590,36566,9333,34691
19/1/17 2:00,86717,43479,9374,33864
19/1/17 2:15,138460,50127,9253,79080
19/1/17 2:30,136783,51026,10951,74805
19/1/17 2:45,117313,48837,15828,52648
19/1/17 3:00,120805,53632,31965,35206
19/1/17 3:15,106968,54464,23784,28721
19/1/17 3:30,90667,46334,12562,31771
19/1/17 3:45,91502,42396,9706,39404
19/1/17 4:00,93804,40206,11953,41646
19/1/17 4:15,99922,42541,13611,43770
19/1/17 4:30,110337,39762,16281,54295
19/1/17 4:45,91227,44858,10841,35528
19/1/17 5:00,95509,59393,9754,26361
19/1/17 5:15,110590,69006,11965,29617
19/1/17 5:30,102256,56381,16694,29180
19/1/17 5:45,163132,87859,36349,38924
19/1/17 6:00,260057,150624,65313,44120
19/1/17 6:15,236650,144810,35137,56705
19/1/17 6:30,197167,121315,15083,60771
19/1/17 6:45,189795,98688,32732,58375
19/1/17 7:00,208913,81166,57630,70118
19/1/17 7:15,206868,103826,38250,64793
19/1/17 7:30,284170,193128,41681,49363
19/1/17 7:45,322261,228237,41676,52346
19/1/17 8:00,304919,205196,39949,59774
19/1/17 8:15,305715,201502,42379,61834
19/1/17 8:30,282086,178780,50818,52490
19/1/17 8:45,253226,149249,54069,49907
19/1/17 9:00,226042,135740,41421,48880
19/1/17 9:15,193200,120432,24690,48076
19/1/17 9:30,147779,78293,19967,49521
19/1/17 9:45,124968,55043,34118,35807
19/1/17 10:00,107483,57255,20934,29294
19/1/17 10:15,101170,62513,12632,26025
19/1/17 10:30,86472,46099,13669,26704
19/1/17 10:45,91418,42813,13863,34743
19/1/17 11:00,118064,56850,18950,42264
19/1/17 11:15,129319,66201,17545,45573
19/1/17 11:30,122395,57941,10053,54402
19/1/17 11:45,129377,48928,18686,61766
19/1/17 12:00,102720,49375,10502,42842
19/1/17 12:15,105587,46302,10911,48371
19/1/17 12:30,93425,48835,10529,34062
19/1/17 12:45,98200,53228,10059,34915
19/1/17 13:00,96997,50113,12535,34350
19/1/17 13:15,88174,41917,15259,31000
19/1/17 13:30,121760,75516,11060,35186
19/1/17 13:45,161687,102343,11756,47587
19/1/17 14:00,148972,65927,16548,66497
19/1/17 14:15,171691,61368,23898,86426
19/1/17 14:30,187469,71423,35279,80767
19/1/17 14:45,161315,88426,19958,52932
19/1/17 15:00,160752,77495,11924,71331
19/1/17 15:15,181907,75661,13021,93224
19/1/17 15:30,207716,99911,12998,94807
19/1/17 15:45,279298,173398,25267,80633
19/1/17 16:00,264186,158342,36197,69646
19/1/17 16:15,358637,174916,21982,161741
19/1/17 16:30,429483,200211,16803,212471
19/1/17 16:45,342497,180272,20878,141347
19/1/17 17:00,320681,208027,12794,99859
19/1/17 17:15,303485,206253,9859,87372
19/1/17 17:30,281603,187218,16537,77848
19/1/17 17:45,312893,196618,33423,82851
19/1/17 18:00,324235,191042,55391,77803
19/1/17 18:15,258457,166251,37441,54765
19/1/17 18:30,211730,137965,20289,53477
19/1/17 18:45,165860,97034,22410,46414
19/1/17 19:00,117020,52423,17781,46816
19/1/17 19:15,122182,52391,16245,53548
19/1/17 19:30,123393,46946,25996,50450
19/1/17 19:45,153014,48687,51847,52479
19/1/17 20:00,137230,47616,40946,48667
19/1/17 20:15,125872,51402,31434,43037
19/1/17 20:30,122076,65231,15723,41122
19/1/17 20:45,134048,72196,30304,31546
19/1/17 21:00,143030,81223,29762,32045
19/1/17 21:15,129482,70291,19546,39643
19/1/17 21:30,112590,59535,13542,39511
19/1/17 21:45,125196,81870,10601,32725
19/1/17 22:00,130446,89183,11808,29457
19/1/17 22:15,112704,67090,11076,34539
19/1/17 22:30,111451,61312,14866,35271
19/1/17 22:45,119304,53038,11444,54822
19/1/17 23:00,131112,50373,9576,71164
19/1/17 23:15,123846,54627,10057,59161
19/1/17 23:30,105810,45775,11336,48701
19/1/17 23:45,106353,46034,11391,48928
20/1/17 0:00,83643,42556,9603,31485
20/1/17 0:15,83915,49434,9614,24868
20/1/17 0:30,85044,43208,13279,28558
20/1/17 0:45,144844,48110,17883,78848
20/1/17 1:00,154959,67968,10905,76084
20/1/17 1:15,126563,59726,10036,56802
20/1/17 1:30,108747,49279,11430,48037
20/1/17 1:45,114380,55252,14442,44684
20/1/17 2:00,105172,50922,10139,44112
20/1/17 2:15,109459,49311,9524,50626
20/1/17 2:30,108333,46834,9804,51696
20/1/17 2:45,106621,53001,11191,42429
20/1/17 3:00,102777,61659,12684,28434
20/1/17 3:15,100309,53262,18837,28209
20/1/17 3:30,90274,52781,11896,25596
20/1/17 3:45,121332,55348,37132,28852
20/1/17 4:00,125204,49304,46125,29773
20/1/17 4:15,92989,47840,16065,29085
20/1/17 4:30,81555,43454,10136,27965
20/1/17 4:45,98252,52065,15362,30824
20/1/17 5:00,130008,77275,21441,31292
20/1/17 5:15,153190,96477,24329,32383
20/1/17 5:30,125460,74911,20246,30302
20/1/17 5:45,138170,68253,33166,36749
20/1/17 6:00,228579,124302,63673,40606
20/1/17 6:15,280729,183141,32405,65185
20/1/17 6:30,247105,168800,16837,61468
20/1/17 6:45,197625,121457,25302,50867
20/1/17 7:00,175651,77849,42630,55173
20/1/17 7:15,241736,122071,45839,73823
20/1/17 7:30,277037,161303,33543,82191
20/1/17 7:45,292105,178892,21685,91527
20/1/17 8:00,296443,189611,34206,72625
20/1/17 8:15,271141,200362,31987,38791
20/1/17 8:30,239884,180494,25402,33988
20/1/17 8:45,192576,140211,19150,33216
20/1/17 9:00,231056,128386,65103,37565
20/1/17 9:15,236416,105465,83064,47889
20/1/17 9:30,179448,92560,40671,46217
20/1/17 9:45,170040,92283,35823,41933
20/1/17 10:00,145301,77404,26704,41191
20/1/17 10:15,149649,61343,12691,75614
20/1/17 10:30,164426,58741,10138,95546
20/1/17 10:45,132382,61865,10374,60144
20/1/17 11:00,112532,60060,9712,42761
20/1/17 11:15,102161,57222,10242,34698
20/1/17 11:30,96986,52014,13084,31887
20/1/17 11:45,97946,56770,11978,29197
20/1/17 12:00,131820,63744,16308,51769
20/1/17 12:15,126896,60179,17688,49030
20/1/17 12:30,121001,44393,23517,53090
20/1/17 12:45,120450,44426,12734,63290
20/1/17 13:00,131847,72146,10918,48784
20/1/17 13:15,129361,80590,17121,31653
20/1/17 13:30,120811,67935,17234,35642
20/1/17 13:45,118081,53155,13460,51464
20/1/17 14:00,116655,44741,17414,54498
20/1/17 14:15,125502,50497,16818,58187
20/1/17 14:30,139484,43565,26908,69010
20/1/17 14:45,135660,53279,29428,52953
20/1/17 15:00,196634,82476,18159,95997
20/1/17 15:15,329742,138406,14561,176773
20/1/17 15:30,346997,152425,15274,179297
20/1/17 15:45,298920,150623,27089,121208
20/1/17 16:00,275855,152825,15640,107392
20/1/17 16:15,226544,113582,24032,88930
20/1/17 16:30,193213,89517,25969,77726
20/1/17 16:45,179225,87034,19367,72823
20/1/17 17:00,181468,102811,20940,57718
20/1/17 17:15,222564,153219,17414,51930
20/1/17 17:30,261773,182334,17666,61771
20/1/17 17:45,315406,220049,37378,57982
20/1/17 18:00,310388,231412,37146,41831
20/1/17 18:15,296921,220492,33616,42813
20/1/17 18:30,247664,177353,22488,47821
20/1/17 18:45,215666,162952,16278,36434
20/1/17 19:00,196950,150197,19211,27542
20/1/17 19:15,189989,133651,23946,32392
20/1/17 19:30,158464,104862,14877,38723
20/1/17 19:45,131723,69945,10054,51722
20/1/17 20:00,129296,68370,16209,44715
20/1/17 20:15,124773,56120,22018,46636
20/1/17 20:30,116959,52590,18610,45759
20/1/17 20:45,137596,67177,12412,58007
20/1/17 21:00,130366,67660,11906,50801
20/1/17 21:15,135709,86035,12910,36764
20/1/17 21:30,119752,60515,23434,35806
20/1/17 21:45,104874,45987,15027,43859
20/1/17 22:00,105823,52758,14192,38872
20/1/17 22:15,125300,61252,28017,36031
20/1/17 22:30,108158,55709,14451,38000
20/1/17 22:45,109526,53809,12713,43007
20/1/17 23:00,117733,53891,11142,52699
20/1/17 23:15,111126,47707,16077,47344
20/1/17 23:30,105337,54911,19091,31334
20/1/17 23:45,94882,47695,9661,37524
21/1/17 0:00,125998,63716,9357,52927
21/1/17 0:15,139168,60847,9503,68818
21/1/17 0:30,121122,59686,9633,51802
21/1/17 0:45,109360,64236,9605,35521
21/1/17 1:00,101944,63454,9728,28764
21/1/17 1:15,80745,44893,10576,25273
21/1/17 1:30,81354,38290,13089,29974
21/1/17 1:45,88760,47513,10073,31175
21/1/17 2:00,94550,58084,9644,26823
21/1/17 2:15,103184,65737,9361,28087
21/1/17 2:30,114461,58838,9194,46429
21/1/17 2:45,107583,42475,9547,55563
21/1/17 3:00,113916,47822,9488,56607
21/1/17 3:15,93648,44324,8971,40351
21/1/17 3:30,89336,44353,9053,35932
21/1/17 3:45,98358,57908,9169,31281
21/1/17 4:00,105722,62110,9169,34443
21/1/17 4:15,94578,47529,9703,37346
21/1/17 4:30,117646,55013,10482,52150
21/1/17 4:45,116870,69041,9672,38156
21/1/17 5:00,115943,75369,9796,30779
21/1/17 5:15,120049,74967,14813,30267
21/1/17 5:30,136829,76817,29242,30770
21/1/17 5:45,260674,129219,83341,48112
21/1/17 6:00,308610,181935,65209,61467
21/1/17 6:15,300895,181091,32009,87797
21/1/17 6:30,261431,158157,21051,82222
21/1/17 6:45,220499,136094,23351,61054
21/1/17 7:00,216336,117946,47001,51390
21/1/17 7:15,266933,167232,37969,61735
21/1/17 7:30,307916,199588,29740,78590
21/1/17 7:45,329941,194757,52784,82398
21/1/17 8:00,288818,178012,52314,58493
21/1/17 8:15,221457,151295,29635,40527
21/1/17 8:30,202070,120349,26676,55044
21/1/17 8:45,215439,98167,47010,70261
21/1/17 9:00,179954,80730,35748,63475
21/1/17 9:15,141416,57509,19766,64141
21/1/17 9:30,139944,59707,19367,60867
21/1/17 9:45,165299,66177,36995,62127
21/1/17 10:00,125476,57802,19302,48370
21/1/17 10:15,177501,57364,10636,109502
21/1/17 10:30,197382,50821,20399,126163
21/1/17 10:45,120732,50034,18611,52088
21/1/17 11:00,123172,44658,13420,65095
21/1/17 11:15,150232,55485,9419,85327
21/1/17 11:30,119623,59027,9337,51257
21/1/17 11:45,122737,68253,13184,41299
21/1/17 12:00,93397,53397,11246,28755
21/1/17 12:15,113492,57711,24125,31655
21/1/17 12:30,141928,63428,31998,46504
21/1/17 12:45,154376,55219,38418,60740
21/1/17 13:00,126633,49249,22457,54926
21/1/17 13:15,115279,52903,15056,47319
21/1/17 13:30,141978,62339,31612,48026
21/1/17 13:45,189511,86790,64643,38076
21/1/17 14:00,158611,93505,36270,28836
21/1/17 14:15,157129,95939,12391,48799
21/1/17 14:30,177731,86043,26059,65628
21/1/17 14:45,184954,78885,40148,65921
21/1/17 15:00,194638,82974,27147,84518
21/1/17 15:15,274776,89198,16437,169141
21/1/17 15:30,245889,79596,12654,153638
21/1/17 15:45,199064,92995,12125,93943
21/1/17 16:00,205805,101412,41551,62839
21/1/17 16:15,265372,157177,45518,62675
21/1/17 16:30,275497,157661,31127,86711
21/1/17 16:45,287099,147189,47361,92548
21/1/17 17:00,323482,202880,25855,94748
21/1/17 17:15,313742,210499,27965,75281
21/1/17 17:30,282822,193639,29283,59901
21/1/17 17:45,270067,192043,19518,58504
21/1/17 18:00,309339,219521,29579,60239
21/1/17 18:15,313934,197843,44019,72070
21/1/17 18:30,262716,170066,31179,61472
21/1/17 18:45,232697,145769,26355,60573
21/1/17 19:00,175315,110948,13322,51046
21/1/17 19:15,142065,77844,12301,51918
21/1/17 19:30,122428,66828,11336,44264
21/1/17 19:45,132812,76458,12152,44203
21/1/17 20:00,172511,106539,12057,53915
21/1/17 20:15,163330,101631,13010,48690
21/1/17 20:30,108329,69198,10479,28652
21/1/17 20:45,122622,73431,13804,35387
21/1/17 21:00,167478,88018,25008,54453
21/1/17 21:15,146517,82429,19003,45085
21/1/17 21:30,122867,66453,13659,42757
21/1/17 21:45,132759,68857,18326,45577
21/1/17 22:00,118142,56935,17797,43411
21/1/17 22:15,118848,51884,36868,30097
21/1/17 22:30,113010,54469,20288,38249
21/1/17 22:45,105836,46565,9754,49518
21/1/17 23:00,110644,54562,10035,46045
21/1/17 23:15,128028,71325,9910,46792
21/1/17 23:30,113904,68408,9384,36112
21/1/17 23:45,103089,66865,9329,26894
22/1/17 0:00,112232,61687,10515,40029
22/1/17 0:15,107668,52648,10614,44405
22/1/17 0:30,109985,42829,11774,55384
22/1/17 0:45,108185,48956,10281,48948
22/1/17 1:00,103118,44709,13800,44610
22/1/17 1:15,104494,49008,15325,40161
22/1/17 1:30,82106,43589,11389,27128
22/1/17 1:45,83448,41495,15495,26457
22/1/17 2:00,107964,49899,14143,43923
22/1/17 2:15,112916,46266,9919,56730
22/1/17 2:30,113902,44345,10021,59535
22/1/17 2:45,105988,39694,9451,56840
22/1/17 3:00,125339,48442,9744,67153
22/1/17 3:15,108421,54607,10367,43450
22/1/17 3:30,93275,52259,9605,31410
22/1/17 3:45,90387,43750,18834,27800
22/1/17 4:00,90201,39706,25866,24626
22/1/17 4:15,148104,40829,36040,71236
22/1/17 4:30,142586,43024,27553,72007
22/1/17 4:45,88360,44924,11590,31848
22/1/17 5:00,97973,62503,9378,26095
22/1/17 5:15,114660,74430,12008,28222
22/1/17 5:30,201030,115281,44048,41702
22/1/17 5:45,260517,162796,41561,56159
22/1/17 6:00,201420,135959,15249,50212
22/1/17 6:15,194227,106539,25673,62013
22/1/17 6:30,178803,83501,36861,58443
22/1/17 6:45,153199,70738,27037,55422
22/1/17 7:00,219202,119554,40160,59487
22/1/17 7:15,280904,176188,44231,60486
22/1/17 7:30,300908,173361,45429,82117
22/1/17 7:45,291600,163985,44528,83088
22/1/17 8:00,284860,173827,36946,74087
22/1/17 8:15,300918,205767,31902,63247
22/1/17 8:30,280443,189521,19546,71378
22/1/17 8:45,244561,164687,22427,57447
22/1/17 9:00,247630,139522,43613,64497
22/1/17 9:15,204063,104871,42984,56207
22/1/17 9:30,136327,64568,37040,34717
22/1/17 9:45,137992,55470,12518,70002
22/1/17 10:00,150837,58252,13584,79000
22/1/17 10:15,148878,52890,37829,58159
22/1/17 10:30,132983,59946,37436,35601
22/1/17 10:45,116830,62517,14053,40261
22/1/17 11:00,122352,70138,10148,42066
22/1/17 11:15,106977,70374,10337,26268
22/1/17 11:30,99377,60504,9801,29072
22/1/17 11:45,120143,63121,9661,47358
22/1/17 12:00,117512,64738,13168,39606
22/1/17 12:15,123336,48404,13116,61817
22/1/17 12:30,135947,54905,10819,70225
22/1/17 12:45,118614,52167,9463,56986
22/1/17 13:00,96260,43808,10048,42407
22/1/17 13:15,98934,52459,11467,35005
22/1/17 13:30,148106,109316,15132,23659
22/1/17 13:45,216684,170661,18122,27902
22/1/17 14:00,193552,111530,18309,63714
22/1/17 14:15,171440,66010,16772,88659
22/1/17 14:30,171056,56501,30060,84497
22/1/17 14:45,165347,52750,36180,76418
22/1/17 15:00,219040,54015,41321,123704
22/1/17 15:15,258134,82323,34350,141462
22/1/17 15:30,336285,100053,53235,182998
22/1/17 15:45,418753,148688,54778,215287
22/1/17 16:00,315066,140239,48815,126011
22/1/17 16:15,293733,151261,70254,72217
22/1/17 16:30,299353,203023,41307,55022
22/1/17 16:45,286017,203857,17298,64861
22/1/17 17:00,326729,232743,25704,68283
22/1/17 17:15,298510,206006,28966,63537
22/1/17 17:30,269869,179154,29262,61454
22/1/17 17:45,257672,159587,47561,50524
22/1/17 18:00,234703,147087,47312,40305
22/1/17 18:15,192945,118487,38933,35526
22/1/17 18:30,148235,69887,45142,33209
22/1/17 18:45,130461,59163,40785,30515
22/1/17 19:00,122494,63787,16546,42161
22/1/17 19:15,126830,62489,17096,47247
22/1/17 19:30,132097,70399,15317,46380
22/1/17 19:45,147866,87594,15751,44520
22/1/17 20:00,103234,60897,11998,30341
22/1/17 20:15,119049,59735,10046,49269
22/1/17 20:30,150289,78283,17709,54294
22/1/17 20:45,126237,62137,16232,47866
22/1/17 21:00,108165,43516,15121,49528
22/1/17 21:15,93975,40726,14589,38660
22/1/17 21:30,98814,49726,10686,38401
22/1/17 21:45,149468,70479,14253,64738
22/1/17 22:00,158743,71352,19319,68073
22/1/17 22:15,133050,65606,17014,50432
22/1/17 22:30,127825,74634,12872,40317
22/1/17 22:45,123245,55080,13035,55129
22/1/17 23:00,123917,49207,11048,63662
22/1/17 23:15,117777,50329,11086,56360
22/1/17 23:30,115172,45656,11395,58121
22/1/17 23:45,121205,62227,11175,47804
23/1/17 0:00,133960,54916,20475,58568
23/1/17 0:15,102065,45860,11771,44435
23/1/17 0:30,100908,50675,9833,40399
23/1/17 0:45,91615,47967,10075,33570
23/1/17 1:00,96594,53659,9681,33255
23/1/17 1:15,129682,64031,10131,55519
23/1/17 1:30,129891,57876,10072,61943
23/1/17 1:45,113696,48454,9616,55626
23/1/17 2:00,104904,53560,10843,40498
23/1/17 2:15,109855,57594,14722,37539
23/1/17 2:30,129129,59288,12938,56904
23/1/17 2:45,131748,57068,16293,58387
23/1/17 3:00,97562,52656,11048,33859
23/1/17 3:15,101243,61208,9308,30727
23/1/17 3:30,98371,57197,9243,31932
23/1/17 3:45,85138,44807,9533,30797
23/1/17 4:00,80864,40230,10690,29943
23/1/17 4:15,88938,46225,12420,30294
23/1/17 4:30,97878,47305,14339,36235
23/1/17 4:45,100586,55640,15041,29903
23/1/17 5:00,117637,61775,16411,39453
23/1/17 5:15,135293,70578,12679,52038
23/1/17 5:30,131183,80195,15290,35698
23/1/17 5:45,171435,84579,33738,53117
23/1/17 6:00,244756,138442,54732,51583
23/1/17 6:15,262541,170995,29407,62140
23/1/17 6:30,262432,161504,22467,78460
23/1/17 6:45,286087,180524,29178,76385
23/1/17 7:00,277453,131342,47456,98654
23/1/17 7:15,294700,170486,36558,87656
23/1/17 7:30,302489,216633,23117,62741
23/1/17 7:45,236041,176660,22528,36853
23/1/17 8:00,197875,147177,22476,28222
23/1/17 8:15,240144,178423,22894,38826
23/1/17 8:30,273634,196518,16840,60275
23/1/17 8:45,252902,172548,15714,64638
23/1/17 9:00,197394,142369,18270,36755
23/1/17 9:15,180507,106783,24865,48859
23/1/17 9:30,152824,67864,16081,68879
23/1/17 9:45,134849,59595,16651,58605
23/1/17 10:00,110464,52717,14994,42755
23/1/17 10:15,112858,58149,23993,30718
23/1/17 10:30,128596,69868,15857,42871
23/1/17 10:45,151010,71439,18474,61097
23/1/17 11:00,145297,67869,36717,40711
23/1/17 11:15,129878,56103,39082,34693
23/1/17 11:30,123099,46484,42776,33839
23/1/17 11:45,140497,50814,51032,38649
23/1/17 12:00,126430,59362,9865,57202
23/1/17 12:15,125410,61200,9595,54616
23/1/17 12:30,98855,41798,9752,47304
23/1/17 12:45,105637,42461,10151,53027
23/1/17 13:00,122077,46549,12660,62867
23/1/17 13:15,165646,60868,15480,89295
23/1/17 13:30,172367,67317,20179,84874
23/1/17 13:45,192286,85752,27184,79350
23/1/17 14:00,146834,94142,14334,38361
23/1/17 14:15,140456,84637,21560,34260
23/1/17 14:30,174115,100610,18671,54834
23/1/17 14:45,203511,93778,10131,99601
23/1/17 15:00,211144,97216,10536,103392
23/1/17 15:15,210922,107111,13058,90753
23/1/17 15:30,317857,108669,45004,164182
23/1/17 15:45,323827,87209,42811,193807
23/1/17 16:00,278078,100247,27973,149855
23/1/17 16:15,254820,139491,16934,98394
23/1/17 16:30,257902,159868,10118,87917
23/1/17 16:45,310710,180292,24093,106327
23/1/17 17:00,264658,130376,23377,110906
23/1/17 17:15,238786,113184,25117,100483
23/1/17 17:30,267340,160950,37086,69306
23/1/17 17:45,261035,189949,27601,43485
23/1/17 18:00,267709,195397,30552,41759
23/1/17 18:15,260123,172818,33946,53359
23/1/17 18:30,256225,162207,39940,54079
23/1/17 18:45,225731,139902,30208,55618
23/1/17 19:00,226166,118188,46749,61231
23/1/17 19:15,180283,69263,46318,64701
23/1/17 19:30,122417,49889,13702,58825
23/1/17 19:45,117238,54595,18324,44318
23/1/17 20:00,109467,46868,24380,38217
23/1/17 20:15,123845,50858,29809,43177
23/1/17 20:30,154171,76644,25741,51786
23/1/17 20:45,137675,73818,18243,45614
23/1/17 21:00,131642,73474,19611,38557
23/1/17 21:15,127692,69094,14049,44551
23/1/17 21:30,117458,70069,9319,38070
23/1/17 21:45,112852,53456,9820,49577
23/1/17 22:00,118852,58429,17922,42502
23/1/17 22:15,132559,75342,17840,39380
23/1/17 22:30,120417,70166,9500,40749
23/1/17 22:45,111865,68818,10071,32976
23/1/17 23:00,96133,60266,10114,25755
23/1/17 23:15,100731,57914,12407,30409
23/1/17 23:30,148848,60666,18809,69370
23/1/17 23:45,152976,62152,18085,72739
24/1/17 0:00,94626,49743,9391,35491
24/1/17 0:15,115285,45688,9496,60100
24/1/17 0:30,156586,48104,12100,96385
24/1/17 0:45,130301,60830,11348,58121
24/1/17 1:00,95030,54869,9277,30882
24/1/17 1:15,84423,47831,11956,24634
24/1/17 1:30,78830,40855,14166,23810
24/1/17 1:45,84649,48009,9970,26668
24/1/17 2:00,82954,44060,9786,29108
24/1/17 2:15,103315,48555,11542,43218
24/1/17 2:30,113867,53867,10273,49727
