LAT,LON,DEP,MAG,EPI-DIS,HYP-DIS,CORD-N,CORD-E,PGA,datetime
42.912,13.158,8.5,3.4,14.37,16.9983,-11.602,8.478,0.002425,30-10-2016 22:19
42.813,13.054,10.4,2.7,22.4072,24.9528,-22.406,-0.266,0.000276,30-10-2016 22:21
42.814,13.048,9.0,2.2,22.296,24.267,-22.283,-0.754,0.000101,30-10-2016 22:23
42.813,13.068,9.5,2.9,22.4492,24.6084,-22.432,0.879,0.00043,30-10-2016 22:25
42.798,13.055,9.8,2.4,24.0743,26.2167,-24.073,-0.222,0.000129,30-10-2016 22:33
43.036,13.055,10.6,2.5,2.3896,11.4325,2.358,0.389,0.000965,30-10-2016 22:37
42.871,13.061,10.3,2.4,15.9842,19.3357,-15.978,0.455,0.000274,30-10-2016 22:41
42.902,13.198,8.2,3.0,17.3428,19.4387,-12.784,11.72,0.000896,30-10-2016 22:44
42.807,13.194,10.1,3.4,25.8618,27.9803,-23.327,11.167,0.000843,30-10-2016 22:47
42.712,13.245,12.8,2.2,37.1772,39.5116,-33.965,15.118,2.6e-05,30-10-2016 22:51
42.918,13.121,8.6,2.5,12.1693,15.2435,-10.869,5.473,0.000568,30-10-2016 22:52
42.718,13.206,9.4,2.4,35.3105,36.6937,-33.231,11.938,5.2e-05,30-10-2016 22:53
42.891,13.033,10.7,1.2,13.8187,17.838,-13.704,-1.78,2.2e-05,30-10-2016 22:56
42.914,13.2,8.4,3.5,16.5254,18.8077,-11.455,11.911,0.002368,30-10-2016 23:05
42.916,13.207,8.6,3.0,16.8042,19.1482,-11.245,12.488,0.000925,30-10-2016 23:06
42.914,13.046,10.8,3.3,11.1935,15.9624,-11.174,-0.659,0.002297,30-10-2016 23:09
42.889,13.116,10.3,2.4,14.9396,18.4815,-14.081,4.993,0.000305,30-10-2016 23:10
42.883,13.084,10.2,2.7,14.8771,18.3722,-14.688,2.364,0.000567,30-10-2016 23:12
42.884,13.156,10.0,2.7,16.8626,19.9068,-14.708,8.247,0.000474,30-10-2016 23:13
42.862,13.214,9.1,2.8,21.562,23.6352,-17.254,12.932,0.000387,30-10-2016 23:15
42.887,13.054,10.4,2.4,14.1878,17.9403,-14.188,-0.076,0.000326,30-10-2016 23:17
42.717,13.176,10.9,3.0,34.6129,36.467,-33.29,9.479,0.000198,30-10-2016 23:26
42.865,13.057,9.9,2.3,16.6369,19.6626,-16.636,0.113,0.000214,30-10-2016 23:40
42.723,13.182,7.6,2.0,34.1272,35.0939,-32.634,9.985,2.3e-05,30-10-2016 23:45
42.855,13.158,10.6,2.7,19.7769,22.7182,-17.932,8.34,0.000348,30-10-2016 23:50
42.78,13.117,9.9,3.4,26.6243,28.6126,-26.187,4.804,0.0008,30-10-2016 23:52
42.828,13.092,10.9,3.3,21.0091,23.941,-20.811,2.879,0.000995,30-10-2016 23:56
42.762,13.032,10.6,2.7,28.1135,30.2549,-28.028,-2.197,0.00017,30-10-2016 23:58
42.782,13.103,10.4,3.3,26.197,28.405,-25.94,3.663,0.000672,31-10-2016 00:11
42.78,13.111,9.4,2.4,26.5293,28.3444,-26.176,4.313,0.000105,31-10-2016 00:14
42.747,13.188,9.4,3.0,31.7758,33.3062,-29.979,10.533,0.00025,31-10-2016 00:16
42.733,13.186,9.8,3.0,33.1814,34.7671,-31.531,10.336,0.000224,31-10-2016 00:17
42.704,13.155,11.7,1.1,35.5461,37.6075,-34.696,7.728,2e-06,31-10-2016 00:19
42.855,13.083,10.5,2.5,17.9326,21.0795,-17.796,2.212,0.000275,31-10-2016 00:19
42.881,13.081,8.3,2.7,15.0538,17.4777,-14.905,2.114,0.000632,31-10-2016 00:28
42.746,13.127,9.9,3.4,30.4885,32.2394,-29.981,5.538,0.000605,31-10-2016 00:30
42.651,13.299,9.4,2.4,45.2053,46.2939,-40.829,19.404,2.7e-05,31-10-2016 00:33
42.786,13.068,10.6,2.5,25.4433,27.7912,-25.43,0.81,0.000137,31-10-2016 00:35
42.825,13.219,11.0,2.7,25.1472,27.6854,-21.371,13.253,0.000213,31-10-2016 00:37
42.808,13.127,10.6,2.4,23.7869,26.2832,-23.096,5.691,0.000128,31-10-2016 00:37
42.734,13.14,10.9,1.0,32.0193,34.0151,-31.337,6.573,2e-06,31-10-2016 00:42
42.765,13.076,9.9,2.6,27.8133,29.7222,-27.777,1.412,0.000143,31-10-2016 00:43
42.804,13.095,10.7,3.2,23.6807,26.2301,-23.482,3.064,0.000668,31-10-2016 00:45
42.994,13.114,8.9,3.0,5.6351,11.0284,-2.416,5.091,0.002542,31-10-2016 00:50
42.711,13.228,10.8,2.3,36.7083,38.4318,-34.047,13.723,3.6e-05,31-10-2016 00:54
42.812,13.143,10.4,2.6,23.7391,26.1554,-22.681,7.009,0.000199,31-10-2016 00:59
42.794,13.035,10.3,3.2,24.5508,26.8536,-24.48,-1.868,0.000632,31-10-2016 01:01
42.858,13.226,8.2,2.3,22.5219,24.1728,-17.719,13.903,0.000127,31-10-2016 01:05
42.891,13.074,10.6,3.0,13.8699,17.8148,-13.781,1.568,0.001078,31-10-2016 01:06
42.892,13.044,9.5,2.9,13.6418,16.9619,-13.613,-0.879,0.000989,31-10-2016 01:07
42.851,13.082,10.2,2.6,18.3609,21.2915,-18.238,2.12,0.000331,31-10-2016 01:08
42.869,13.182,7.8,2.6,19.4017,21.1341,-16.42,10.334,0.000337,31-10-2016 01:11
42.899,13.048,10.8,2.4,12.8548,17.1683,-12.844,-0.535,0.00036,31-10-2016 01:14
42.764,13.179,9.3,2.8,29.7491,31.3468,-28.076,9.837,0.000191,31-10-2016 01:23
42.793,13.157,11.5,2.2,26.1067,28.7661,-24.816,8.107,6.4e-05,31-10-2016 01:24
42.907,13.17,13.1,2.9,15.4127,20.6081,-12.179,9.446,0.00065,31-10-2016 01:28
42.782,13.103,10.3,2.9,26.197,28.3665,-25.94,3.663,0.000304,31-10-2016 01:28
42.835,13.101,9.5,2.4,20.3765,22.7334,-20.05,3.632,0.000185,31-10-2016 01:32
42.739,13.18,10.6,3.1,32.3906,34.2657,-30.854,9.859,0.000286,31-10-2016 01:35
42.781,13.118,10.5,2.2,26.5323,28.7529,-26.078,4.888,6.4e-05,31-10-2016 01:39
42.795,12.911,9.5,2.3,26.9476,28.7711,-24.125,-12.007,8e-05,31-10-2016 01:41
42.903,13.148,9.3,3.4,14.7216,17.7296,-12.584,7.64,0.002236,31-10-2016 01:48
42.782,13.106,10.5,2.4,26.2379,28.4814,-25.945,3.909,0.000103,31-10-2016 01:56
42.741,13.2,9.4,2.6,32.7524,34.2391,-30.667,11.501,9.8e-05,31-10-2016 01:57
42.785,13.118,12.2,3.2,26.0976,29.0588,-25.634,4.898,0.000524,31-10-2016 02:02
42.988,13.042,12.7,2.5,3.0535,13.6265,-2.948,-0.794,0.000708,31-10-2016 02:04
42.894,13.039,10.0,2.5,13.4431,17.1071,-13.382,-1.283,0.000445,31-10-2016 02:05
42.813,13.081,9.1,2.7,22.54,24.5307,-22.456,1.942,0.000288,31-10-2016 02:07
42.787,13.073,10.1,2.6,25.3581,27.5154,-25.329,1.222,0.000175,31-10-2016 02:08
42.783,13.102,9.7,2.4,26.0742,28.0275,-25.827,3.584,0.000108,31-10-2016 02:10
42.847,13.099,11.5,2.8,19.0381,22.5472,-18.714,3.499,0.000433,31-10-2016 02:15
42.832,13.119,10.3,3.1,21.0427,23.689,-20.416,5.096,0.000697,31-10-2016 02:15
42.703,13.115,12.9,2.9,35.0184,37.5233,-34.735,4.449,0.000149,31-10-2016 02:16
42.793,13.071,10.0,2.9,24.682,26.854,-24.659,1.074,0.000348,31-10-2016 02:17
42.836,13.047,10.2,2.2,19.8534,22.5913,-19.838,-0.779,0.000122,31-10-2016 02:19
42.793,13.209,9.0,2.4,27.8059,29.41,-24.908,12.36,9.5e-05,31-10-2016 02:26
42.719,13.206,12.9,2.6,35.2068,37.6992,-33.12,11.94,7.6e-05,31-10-2016 02:28
42.746,13.206,12.1,2.3,32.4256,34.8167,-30.122,12.004,4.7e-05,31-10-2016 02:29
42.781,13.106,10.2,3.0,26.3473,28.4674,-26.056,3.906,0.00037,31-10-2016 02:34
42.849,13.114,12.3,2.7,19.1137,23.0483,-18.519,4.73,0.000336,31-10-2016 02:42
42.695,13.231,10.0,2.6,38.4419,39.8712,-35.829,13.932,6.5e-05,31-10-2016 02:43
42.802,13.055,9.9,2.7,23.63,25.8497,-23.629,-0.212,0.000253,31-10-2016 02:46
43.067,13.06,7.8,3.6,5.857,10.2239,5.791,0.876,0.007509,31-10-2016 02:49
42.737,13.171,13.2,2.2,32.3704,35.1814,-31.06,9.118,3.6e-05,31-10-2016 02:53
42.619,13.303,9.9,3.4,48.5483,49.6666,-44.389,19.66,0.00021,31-10-2016 02:59
42.724,13.144,9.2,2.5,33.1755,34.587,-32.455,6.876,7.6e-05,31-10-2016 03:02
42.842,13.055,9.8,3.3,19.1873,21.815,-19.187,-0.109,0.001221,31-10-2016 03:05
42.817,13.004,10.7,2.6,22.293,24.9843,-21.866,-4.343,0.000224,31-10-2016 03:07
42.795,13.12,9.6,1.5,25.0489,27.0384,-24.527,5.086,1.4e-05,31-10-2016 03:09
42.918,13.213,8.5,2.5,17.037,19.3056,-11.033,12.982,0.000339,31-10-2016 03:14
42.85,13.059,10.0,2.5,18.3076,21.1449,-18.306,0.238,0.000273,31-10-2016 03:20
42.844,13.058,9.4,2.6,18.971,21.436,-18.971,0.141,0.000325,31-10-2016 03:23
42.925,13.097,12.0,1.5,10.6504,16.4829,-10.048,3.531,5.5e-05,31-10-2016 03:24
42.761,13.086,10.6,4.0,28.3274,30.4538,-28.24,2.22,0.002067,31-10-2016 03:27
42.891,13.177,9.2,3.0,17.1665,19.757,-13.968,9.979,0.000865,31-10-2016 03:31
42.944,13.191,7.4,3.7,13.8656,15.998,-8.107,11.248,0.004465,31-10-2016 03:32
42.762,13.117,10.3,2.1,28.5852,30.5858,-28.186,4.759,4.3e-05,31-10-2016 03:35
42.72,13.19,10.1,3.0,34.6527,36.2612,-32.981,10.632,0.000201,31-10-2016 03:37
42.719,13.27,13.5,2.7,37.4084,39.9704,-33.23,17.181,8.1e-05,31-10-2016 03:40
42.849,13.155,10.5,1.3,20.2732,23.1034,-18.593,8.08,1.4e-05,31-10-2016 03:44
42.795,13.076,9.9,2.7,24.4911,26.6391,-24.446,1.488,0.000235,31-10-2016 03:46
42.726,13.234,11.2,2.6,35.3869,37.2961,-32.391,14.249,7.8e-05,31-10-2016 03:47
42.941,13.139,10.5,3.0,10.8933,15.538,-8.348,6.998,0.001417,31-10-2016 03:49
42.697,13.176,13.5,2.7,36.7417,39.3471,-35.511,9.431,8.4e-05,31-10-2016 03:53
42.77,13.22,10.3,2.1,30.4893,32.3724,-27.481,13.206,3.6e-05,31-10-2016 03:57
42.722,13.209,10.0,1.8,34.9857,36.5505,-32.792,12.193,1.2e-05,31-10-2016 04:00
42.745,13.207,10.2,2.7,32.5598,34.298,-30.235,12.083,0.000122,31-10-2016 04:02
42.725,13.22,10.1,2.7,35.0209,36.6131,-32.478,13.101,0.000102,31-10-2016 04:03
42.943,13.126,9.0,2.5,10.0478,13.8829,-8.102,5.943,0.000683,31-10-2016 04:11
42.918,13.032,4.4,2.4,10.8521,11.9402,-10.703,-1.792,0.00074,31-10-2016 04:15
42.898,13.195,10.9,2.3,17.5011,20.9304,-13.223,11.465,0.000184,31-10-2016 04:18
42.893,13.186,8.3,3.2,17.4436,19.5738,-13.762,10.718,0.001281,31-10-2016 04:20
42.842,13.057,10.8,3.4,19.1908,22.3112,-19.191,0.054,0.001395,31-10-2016 04:22
42.8,13.203,9.5,2.8,26.8896,28.7168,-24.12,11.886,0.00024,31-10-2016 04:30
42.837,13.058,10.0,2.3,19.7483,22.4038,-19.748,0.123,0.000155,31-10-2016 04:32
42.788,13.179,9.5,3.0,27.2689,29.0723,-25.41,9.895,0.000351,31-10-2016 04:33
42.888,13.195,10.5,2.3,18.3397,21.4269,-14.333,11.441,0.000173,31-10-2016 04:35
42.88,13.048,11.0,2.8,14.9651,18.9222,-14.954,-0.584,0.000647,31-10-2016 04:38
42.72,13.278,18.9,1.8,37.6288,42.3722,-33.132,17.838,8e-06,31-10-2016 04:38
42.798,13.114,10.0,2.6,24.6171,26.7944,-24.183,4.603,0.000187,31-10-2016 04:41
42.791,13.068,10.0,3.2,24.8887,27.0441,-24.875,0.823,0.000622,31-10-2016 04:49
42.887,13.165,9.1,3.1,16.968,19.535,-14.391,8.989,0.001069,31-10-2016 04:50
42.729,13.124,12.3,2.2,32.2934,34.7672,-31.864,5.25,3.8e-05,31-10-2016 04:55
42.791,13.074,10.0,2.5,24.921,27.0738,-24.886,1.314,0.000147,31-10-2016 04:57
42.959,13.154,9.6,2.6,10.4394,14.5813,-6.376,8.266,0.000755,31-10-2016 04:59
42.721,13.222,11.2,2.7,35.4938,37.3975,-32.926,13.255,9.7e-05,31-10-2016 05:06
42.788,13.036,10.3,2.6,25.2123,27.4597,-25.148,-1.802,0.000176,31-10-2016 05:07
42.854,13.241,9.4,2.6,23.6518,25.6711,-18.189,15.119,0.000209,31-10-2016 05:10
42.9,13.052,11.1,2.3,12.7418,17.2851,-12.74,-0.206,0.000288,31-10-2016 05:11
42.774,13.21,9.9,3.1,29.7278,31.521,-27.019,12.397,0.000352,31-10-2016 05:18
43.024,13.096,8.9,2.9,3.8186,10.2202,0.948,3.699,0.002381,31-10-2016 05:19
42.71,13.271,12.7,2.1,38.3281,40.5635,-34.231,17.242,1.9e-05,31-10-2016 05:20
42.724,13.178,10.9,2.5,33.9203,35.8103,-32.516,9.659,6.9e-05,31-10-2016 05:24
42.815,13.109,10.5,2.1,22.6849,25.2463,-22.286,4.236,7.3e-05,31-10-2016 05:25
42.811,13.096,10.9,2.3,22.9255,25.6392,-22.706,3.163,0.000109,31-10-2016 05:26
42.806,13.118,13.6,2.0,23.8218,27.7227,-23.302,4.95,4.5e-05,31-10-2016 05:35
42.72,13.216,10.3,2.3,35.4063,37.0402,-33.027,12.761,4e-05,31-10-2016 05:42
42.875,13.024,10.1,2.0,15.6732,18.966,-15.463,-2.557,0.000122,31-10-2016 05:47
42.823,13.127,9.9,2.1,22.1826,24.5336,-21.43,5.728,7.8e-05,31-10-2016 05:50
42.729,13.272,12.0,2.3,36.5168,38.623,-32.122,17.367,3.5e-05,31-10-2016 05:51
42.793,13.109,10.5,2.4,25.0801,27.4185,-24.729,4.182,0.000114,31-10-2016 05:52
42.839,13.061,9.3,2.9,19.535,21.8913,-19.531,0.373,0.000566,31-10-2016 05:55
42.85,13.07,8.8,2.8,18.3619,20.6191,-18.327,1.137,0.000533,31-10-2016 05:57
42.755,13.076,10.1,2.3,28.9212,30.8301,-28.888,1.386,6.6e-05,31-10-2016 05:58
42.926,13.174,9.6,2.3,14.0685,17.3654,-10.076,9.818,0.000285,31-10-2016 06:02
42.886,13.097,10.1,2.6,14.7832,18.2375,-14.379,3.433,0.000472,31-10-2016 06:07
42.875,13.017,9.8,2.2,15.7634,18.874,-15.45,-3.129,0.00019,31-10-2016 06:08
42.756,13.214,10.0,2.3,31.675,33.3952,-29.025,12.682,5.3e-05,31-10-2016 06:09
42.664,13.223,12.8,2.4,41.4184,43.526,-39.257,13.204,3.2e-05,31-10-2016 06:15
42.766,13.209,9.2,3.9,30.4952,32.025,-27.906,12.297,0.001557,31-10-2016 06:17
42.718,13.171,11.1,2.6,34.388,36.3174,-33.17,9.072,8.4e-05,31-10-2016 06:19
42.928,13.14,9.9,2.5,12.0658,15.9817,-9.793,7.048,0.000515,31-10-2016 06:22
42.738,13.198,11.1,2.2,33.0022,35.0081,-30.996,11.33,3.7e-05,31-10-2016 06:25
42.874,13.202,8.2,2.2,19.9081,21.7582,-15.9,11.98,0.000134,31-10-2016 06:26
42.87,13.193,7.9,2.5,19.8205,21.5584,-16.329,11.235,0.000261,31-10-2016 06:26
42.808,13.146,9.0,2.5,24.2384,26.0629,-23.13,7.244,0.000162,31-10-2016 06:34
42.73,13.151,9.5,2.3,32.6655,34.1854,-31.801,7.463,5e-05,31-10-2016 06:42
43.064,13.073,8.8,2.6,5.765,11.01,5.434,1.927,0.001239,31-10-2016 06:46
42.941,12.991,10.7,2.4,9.5342,14.7695,-8.07,-5.077,0.000496,31-10-2016 06:49
42.859,13.04,10.2,2.4,17.3188,20.3998,-17.271,-1.291,0.000242,31-10-2016 06:53
42.788,13.105,13.4,2.1,25.5673,29.1397,-25.277,3.842,4.9e-05,31-10-2016 06:56
42.951,13.192,8.2,2.7,13.5093,16.1118,-7.332,11.347,0.00075,31-10-2016 06:59
42.731,13.19,9.9,2.7,33.5005,35.1015,-31.76,10.659,0.000115,31-10-2016 07:00
42.783,13.076,9.8,3.0,25.8196,27.828,-25.778,1.457,0.000391,31-10-2016 07:02
42.839,13.126,9.5,4.0,20.4576,22.8061,-19.652,5.686,0.003734,31-10-2016 07:05
42.804,13.146,10.6,2.7,24.6598,27.0758,-23.575,7.235,0.000225,31-10-2016 07:08
42.938,13.218,8.9,3.3,16.0736,18.661,-8.821,13.437,0.001694,31-10-2016 07:10
42.908,13.197,9.4,2.3,16.8097,19.549,-12.116,11.652,0.000217,31-10-2016 07:14
42.898,13.127,11.5,2.5,14.3739,18.7759,-13.101,5.913,0.000361,31-10-2016 07:21
42.806,13.119,10.3,2.4,23.8407,26.2059,-23.304,5.032,0.000129,31-10-2016 07:22
42.77,13.067,10.6,2.0,27.214,29.421,-27.205,0.688,3.8e-05,31-10-2016 07:25
42.759,13.164,11.4,2.3,29.8684,32.1814,-28.604,8.598,5.9e-05,31-10-2016 07:27
42.894,13.074,10.5,2.3,13.5398,17.4955,-13.448,1.575,0.000281,31-10-2016 07:29
42.781,13.175,18.1,2.5,27.8683,33.5497,-26.181,9.551,8.3e-05,31-10-2016 07:32
42.889,13.045,10.1,2.4,13.9717,17.5861,-13.948,-0.806,0.000341,31-10-2016 07:33
42.857,13.088,9.2,2.0,17.7778,20.2904,-17.583,2.625,0.000103,31-10-2016 07:37
42.916,13.224,7.9,2.3,17.8781,19.7873,-11.274,13.875,0.00021,31-10-2016 07:39
42.724,13.185,9.8,2.4,34.0997,35.6446,-32.528,10.233,5.6e-05,31-10-2016 07:40
42.816,13.126,10.5,2.1,22.9081,25.447,-22.206,5.629,7.1e-05,31-10-2016 07:44
42.753,13.136,10.6,2.4,29.89,31.9124,-29.22,6.292,7.6e-05,31-10-2016 07:45
42.751,13.14,9.7,2.6,30.1832,31.8858,-29.45,6.614,0.000119,31-10-2016 07:47
42.824,13.05,10.5,2.8,21.184,23.9066,-21.176,-0.564,0.000377,31-10-2016 07:48
42.752,13.217,9.9,1.7,32.1813,33.8448,-29.475,12.918,1.2e-05,31-10-2016 07:49
42.794,13.159,10.1,2.3,26.0568,28.1606,-24.708,8.273,8.5e-05,31-10-2016 07:52
42.833,13.228,14.2,2.3,24.8274,28.8938,-20.498,14.008,7.9e-05,31-10-2016 07:55
42.822,13.092,9.8,2.8,21.6673,24.0253,-21.477,2.864,0.000372,31-10-2016 07:58
42.769,13.071,10.6,1.9,27.3426,29.54,-27.324,1.013,2.9e-05,31-10-2016 08:00
42.732,13.276,14.3,2.2,36.3914,39.316,-31.796,17.702,2.6e-05,31-10-2016 08:05
42.843,13.104,10.7,2.5,19.5595,22.579,-19.167,3.898,0.000233,31-10-2016 08:06
42.784,13.112,10.5,2.2,26.1082,28.362,-25.734,4.405,6.7e-05,31-10-2016 08:07
42.819,13.062,10.5,1.4,21.7581,24.4168,-21.754,0.404,1.5e-05,31-10-2016 08:09
42.853,13.094,10.5,2.6,18.3036,21.396,-18.038,3.105,0.000327,31-10-2016 08:12
42.803,13.132,13.3,2.3,24.431,28.0985,-23.66,6.087,8.6e-05,31-10-2016 08:14
42.873,13.23,10.7,2.4,21.48,24.2617,-16.06,14.265,0.000157,31-10-2016 08:16
42.744,13.144,13.6,2.1,31.017,34.1046,-30.234,6.924,3.1e-05,31-10-2016 08:18
42.804,13.134,10.7,2.5,24.369,26.8531,-23.553,6.253,0.00015,31-10-2016 08:20
42.744,13.201,9.9,2.0,32.4739,34.1231,-30.335,11.59,2.5e-05,31-10-2016 08:25
42.867,13.023,11.0,2.3,16.5646,20.2109,-16.35,-2.659,0.0002,31-10-2016 08:25
42.778,13.106,10.8,2.2,26.6758,29.0017,-26.389,3.899,6.3e-05,31-10-2016 08:26
42.7,13.265,11.5,2.5,39.0912,40.9151,-35.331,16.728,4.8e-05,31-10-2016 08:28
42.821,13.025,10.5,2.6,21.6209,24.2946,-21.462,-2.616,0.00024,31-10-2016 08:31
42.801,13.107,10.6,2.5,24.1765,26.6364,-23.837,4.038,0.000153,31-10-2016 08:31
42.859,13.154,9.8,2.6,19.2341,21.8563,-17.481,8.023,0.000311,31-10-2016 08:34
42.911,13.197,9.1,2.8,16.5762,19.1956,-11.782,11.659,0.000626,31-10-2016 08:35
42.728,13.257,12.9,2.4,36.0246,38.4641,-32.208,16.137,4.5e-05,31-10-2016 08:36
43.025,13.081,7.8,3.5,2.7072,8.8064,1.087,2.479,0.007668,31-10-2016 08:37
42.806,13.136,8.5,3.3,24.202,25.8493,-23.335,6.422,0.000836,31-10-2016 08:40
42.754,13.188,13.0,2.4,31.0492,33.889,-29.202,10.55,6.4e-05,31-10-2016 08:42
42.821,13.237,14.6,2.7,26.3403,30.4014,-21.846,14.715,0.000167,31-10-2016 08:46
42.655,13.203,13.5,2.7,41.8459,44.1511,-40.222,11.543,6.1e-05,31-10-2016 08:49
42.79,13.111,10.4,2.2,25.4384,27.7069,-25.066,4.338,7.1e-05,31-10-2016 08:55
42.807,13.193,10.0,3.3,25.8251,27.9082,-23.325,11.085,0.000701,31-10-2016 08:58
42.872,13.098,9.9,2.1,16.3111,19.3877,-15.936,3.48,0.000144,31-10-2016 09:00
42.917,13.196,9.4,2.1,16.0595,18.9079,-11.114,11.592,0.000153,31-10-2016 09:01
42.776,13.073,10.8,2.6,26.5771,28.911,-26.55,1.194,0.000154,31-10-2016 09:03
42.788,13.068,11.0,2.9,25.2215,27.7528,-25.208,0.815,0.000321,31-10-2016 09:04
42.92,13.208,7.1,2.7,16.5804,18.2727,-10.802,12.579,0.000574,31-10-2016 09:06
42.738,13.141,11.0,2.7,31.6057,33.6603,-30.895,6.664,0.000128,31-10-2016 09:10
42.747,13.194,10.0,2.6,31.9519,33.658,-29.99,11.024,0.000103,31-10-2016 09:11
42.78,13.153,8.8,2.1,27.3721,28.9347,-26.252,7.749,5e-05,31-10-2016 09:14
42.824,13.12,12.3,1.8,21.922,25.4257,-21.307,5.158,3.5e-05,31-10-2016 09:15
42.925,13.206,8.4,2.4,16.1048,18.4392,-10.243,12.427,0.000306,31-10-2016 09:16
42.833,13.139,10.9,2.1,21.427,24.3085,-20.342,6.733,8e-05,31-10-2016 09:17
42.892,13.039,10.0,2.4,13.6647,17.2818,-13.604,-1.288,0.000355,31-10-2016 09:21
42.88,13.068,10.3,2.4,15.0281,18.5531,-14.991,1.05,0.000302,31-10-2016 09:22
42.804,13.107,10.2,2.9,23.8494,26.1725,-23.504,4.045,0.000371,31-10-2016 09:26
42.726,13.185,10.1,2.4,33.8893,35.5324,-32.306,10.237,5.6e-05,31-10-2016 09:29
42.819,13.156,9.5,3.6,23.3712,25.4523,-21.927,8.089,0.001505,31-10-2016 09:34
42.908,13.114,9.3,3.0,12.9225,16.2667,-11.967,4.876,0.001296,31-10-2016 09:37
42.809,13.076,5.5,2.2,22.9417,23.7337,-22.891,1.523,0.000107,31-10-2016 09:38
42.832,13.196,10.4,2.6,23.4988,25.9375,-20.554,11.39,0.000203,31-10-2016 09:41
42.743,13.226,10.2,2.6,33.3991,35.0957,-30.49,13.634,9.2e-05,31-10-2016 09:48
42.823,13.151,10.9,2.2,22.809,25.5351,-21.474,7.69,8.8e-05,31-10-2016 09:52
42.757,13.114,10.3,2.2,29.0864,31.0547,-28.736,4.501,5.2e-05,31-10-2016 09:53
42.811,13.112,11.1,2.1,23.1712,25.9485,-22.736,4.472,6.7e-05,31-10-2016 09:55
42.807,13.116,10.6,2.5,23.6765,26.1833,-23.187,4.789,0.00016,31-10-2016 09:59
42.79,13.193,11.8,2.5,27.5258,30.1817,-25.213,11.045,0.00011,31-10-2016 09:59
42.808,13.143,10.3,2.3,24.161,26.4977,-23.125,6.999,0.0001,31-10-2016 10:00
42.788,13.109,10.8,2.5,25.6257,28.0389,-25.284,4.169,0.000134,31-10-2016 10:01
42.8,13.113,10.6,2.4,24.3828,26.8237,-23.959,4.526,0.000121,31-10-2016 10:02
42.69,13.177,14.6,2.0,37.5117,40.4667,-36.29,9.496,1.5e-05,31-10-2016 10:03
42.842,13.242,9.3,2.1,24.7257,26.6266,-19.523,15.173,6.3e-05,31-10-2016 10:09
42.697,13.186,10.6,2.3,36.9774,38.6305,-35.528,10.25,3.5e-05,31-10-2016 10:10
42.908,13.217,8.9,2.8,18.0035,20.3469,-12.15,13.285,0.00055,31-10-2016 10:12
42.798,13.104,10.5,2.6,24.4592,26.8518,-24.165,3.785,0.000186,31-10-2016 10:14
42.886,13.133,8.9,1.5,15.7884,18.4159,-14.445,6.373,4.2e-05,31-10-2016 10:16
42.943,13.22,8.8,2.7,15.9268,18.4837,-8.269,13.612,0.00056,31-10-2016 10:17
42.903,13.21,7.4,3.0,17.9572,19.6505,-12.694,12.702,0.000875,31-10-2016 10:18
42.825,13.164,10.6,2.7,23.0067,25.5793,-21.275,8.757,0.00026,31-10-2016 10:19
42.775,13.101,11.1,1.8,26.9393,29.3623,-26.713,3.482,2.3e-05,31-10-2016 10:23
43.041,13.044,9.1,2.3,2.9752,10.1269,2.934,-0.494,0.000794,31-10-2016 10:25
42.894,13.013,10.3,2.1,13.7601,17.5418,-13.332,-3.406,0.000182,31-10-2016 10:30
42.797,13.121,10.5,2.8,24.8511,27.2093,-24.307,5.173,0.000274,31-10-2016 10:31
43.031,13.077,5.7,2.1,2.7936,6.8733,1.761,2.169,0.000866,31-10-2016 10:34
42.727,13.201,9.7,2.0,34.2305,35.7408,-32.223,11.55,2.1e-05,31-10-2016 10:34
42.736,13.195,10.5,1.4,33.1214,34.9255,-31.213,11.08,5e-06,31-10-2016 10:36
42.773,13.204,9.4,2.3,29.6176,31.2538,-27.12,11.904,6.4e-05,31-10-2016 10:36
42.808,13.109,11.0,2.5,23.4459,26.1497,-23.063,4.219,0.000161,31-10-2016 10:39
42.803,13.194,9.1,2.1,26.2592,27.9865,-23.771,11.157,5.5e-05,31-10-2016 10:40
42.735,13.167,9.7,1.9,32.4853,34.0731,-31.275,8.785,1.9e-05,31-10-2016 10:48
42.877,13.091,9.6,2.6,15.6425,18.6633,-15.367,2.921,0.000449,31-10-2016 10:55
42.623,13.303,10.1,2.6,48.1461,49.3165,-43.945,19.669,3.6e-05,31-10-2016 10:57
42.872,13.062,10.0,2.3,15.8777,19.0798,-15.869,0.539,0.00023,31-10-2016 10:58
42.823,13.09,8.9,2.2,21.5328,23.5272,-21.362,2.703,0.00011,31-10-2016 11:00
42.905,13.157,11.0,2.4,14.9477,18.9084,-12.378,8.38,0.000289,31-10-2016 11:02
42.773,13.077,10.1,3.3,26.9334,28.9737,-26.891,1.514,0.000642,31-10-2016 11:03
42.89,13.157,9.0,2.1,16.3351,18.9371,-14.044,8.343,0.000152,31-10-2016 11:11
42.821,13.022,10.4,2.0,21.6462,24.2718,-21.456,-2.861,6.4e-05,31-10-2016 11:13
42.731,13.16,14.4,2.3,32.7504,36.0137,-31.707,8.203,4.3e-05,31-10-2016 11:15
42.828,13.067,10.2,2.8,20.7811,23.4107,-20.764,0.836,0.000396,31-10-2016 11:15
42.867,13.034,11.1,2.8,16.4652,20.1872,-16.371,-1.761,0.00056,31-10-2016 11:16
