LAT,LON,DEP,MAG,EPI-DIS,HYP-DIS,CORD-N,CORD-E,PGA,datetime
42.836,13.127,11.1,1.5,20.8,23.8551,-19.987,5.76,2.1e-05,02-11-2016 09:22
42.881,13.173,8.0,2.9,17.8845,19.8361,-15.072,9.628,0.000708,02-11-2016 09:26
43.001,13.151,6.2,3.1,8.3014,10.7183,-1.706,8.124,0.003147,02-11-2016 09:27
42.987,13.166,9.7,1.4,9.8762,14.2555,-3.288,9.313,6.1e-05,02-11-2016 09:30
42.681,13.178,12.8,2.5,38.4961,40.755,-37.291,9.556,4.8e-05,02-11-2016 09:33
42.961,13.058,12.3,2.1,5.9933,14.2061,-5.977,0.441,0.00029,02-11-2016 09:35
42.721,13.294,13.0,1.9,38.1953,40.5376,-33.047,19.151,1.2e-05,02-11-2016 09:40
42.895,13.16,9.0,1.8,16.0015,18.6501,-13.494,8.6,8.1e-05,02-11-2016 09:40
42.725,13.232,14.5,1.7,35.4191,38.4957,-32.499,14.083,8e-06,02-11-2016 09:52
42.792,13.157,11.0,1.6,26.2116,28.6556,-24.927,8.105,1.5e-05,02-11-2016 09:54
42.956,13.132,9.9,2.3,9.288,14.0035,-6.669,6.464,0.000451,02-11-2016 09:55
42.701,13.268,12.5,1.9,39.1024,41.2321,-35.225,16.976,1.1e-05,02-11-2016 09:56
43.006,13.125,9.3,2.8,6.1177,11.6207,-1.104,6.017,0.001644,02-11-2016 10:00
42.784,13.134,10.3,2.0,26.5103,28.656,-25.774,6.204,4.1e-05,02-11-2016 10:02
42.865,13.065,10.4,1.9,16.6692,19.9605,-16.652,0.766,8.6e-05,02-11-2016 10:03
42.923,13.138,11.4,1.8,12.4197,17.256,-10.345,6.873,9.8e-05,02-11-2016 10:04
42.968,13.147,7.1,1.7,9.3982,12.1371,-5.364,7.717,0.000169,02-11-2016 10:05
42.849,13.086,10.3,1.4,18.6283,21.5729,-18.468,2.442,2.1e-05,02-11-2016 10:10
42.72,13.264,12.7,1.5,37.0782,39.3846,-33.108,16.692,4e-06,02-11-2016 10:13
42.724,13.213,9.4,2.4,34.902,36.3008,-32.577,12.525,5.3e-05,02-11-2016 10:15
42.774,13.209,10.3,2.4,29.6922,31.6228,-27.018,12.316,7.8e-05,02-11-2016 10:16
42.775,13.175,11.1,1.7,28.4903,30.7916,-26.847,9.536,1.6e-05,02-11-2016 10:19
43.059,13.072,2.1,1.9,5.2129,5.8614,4.88,1.833,0.000671,02-11-2016 10:20
42.857,13.082,13.1,2.0,17.701,22.3711,-17.572,2.135,8e-05,02-11-2016 10:22
42.845,13.082,10.1,1.2,19.0212,21.8144,-18.904,2.105,1.3e-05,02-11-2016 10:25
42.799,13.103,11.0,1.9,24.3355,26.9502,-24.052,3.706,3.8e-05,02-11-2016 10:26
42.717,13.034,12.3,1.5,33.0985,35.5163,-33.029,-2.149,6e-06,02-11-2016 10:29
42.941,13.148,10.0,2.8,11.3909,15.5463,-8.364,7.733,0.000976,02-11-2016 10:32
42.796,13.112,10.5,2.1,24.801,27.1635,-24.401,4.434,6e-05,02-11-2016 10:33
42.791,13.49,19.4,2.2,43.6251,47.9828,-25.58,35.339,1.5e-05,02-11-2016 10:34
42.964,13.033,8.3,1.8,5.8182,10.6163,-5.597,-1.591,0.000266,02-11-2016 10:37
42.957,13.026,10.8,1.7,6.7237,13.2179,-6.361,-2.18,0.000142,02-11-2016 10:37
42.826,13.153,11.7,1.5,22.5579,25.6838,-21.144,7.861,1.7e-05,02-11-2016 10:40
42.794,12.918,12.3,2.0,26.8118,29.745,-24.25,-11.437,3.7e-05,02-11-2016 10:41
42.945,13.124,10.4,2.1,9.7722,14.6989,-7.876,5.785,0.00027,02-11-2016 10:45
42.82,13.251,14.9,2.1,27.1044,31.2134,-21.981,15.858,4e-05,02-11-2016 10:50
42.821,13.019,10.7,1.8,21.6743,24.4338,-21.451,-3.106,4e-05,02-11-2016 10:53
42.715,13.128,10.5,1.4,33.8823,35.6479,-33.426,5.543,5e-06,02-11-2016 10:54
42.887,13.201,7.4,1.2,18.7414,20.3696,-14.455,11.929,1.5e-05,02-11-2016 10:56
42.918,13.025,11.2,2.0,10.9479,16.0818,-10.69,-2.363,0.00018,02-11-2016 10:57
42.749,13.186,12.7,1.6,31.5104,34.1945,-29.754,10.374,9e-06,02-11-2016 11:00
42.758,13.21,9.6,2.2,31.3366,32.9486,-28.796,12.36,4.4e-05,02-11-2016 11:05
42.879,13.045,11.9,1.7,15.082,19.5759,-15.059,-0.831,5.7e-05,02-11-2016 11:08
42.729,13.18,11.2,1.7,33.443,35.4571,-31.964,9.835,1e-05,02-11-2016 11:11
42.788,13.167,12.4,1.8,26.9082,29.8752,-25.389,8.913,2.2e-05,02-11-2016 11:12
42.778,13.205,9.4,3.3,29.15,30.8111,-26.566,11.998,0.000555,02-11-2016 11:13
42.71,13.167,11.3,2.1,35.1511,37.1044,-34.051,8.725,2.5e-05,02-11-2016 11:15
42.88,12.982,10.1,1.6,15.9849,19.2245,-14.827,-5.974,4.7e-05,02-11-2016 11:18
42.915,13.2,8.6,1.8,16.4504,18.8384,-11.343,11.914,7.9e-05,02-11-2016 11:21
42.897,13.108,10.4,2.7,13.8799,17.6978,-13.178,4.359,0.000615,02-11-2016 11:24
42.934,13.193,9.4,2.2,14.6531,17.7289,-9.221,11.388,0.000221,02-11-2016 11:26
42.919,13.117,9.7,2.1,11.9202,15.7407,-10.751,5.149,0.000233,02-11-2016 11:26
42.857,13.226,10.1,2.8,22.6079,25.0036,-17.83,13.9,0.000338,02-11-2016 11:28
42.719,13.193,11.7,1.9,34.8386,36.9395,-33.098,10.876,1.5e-05,02-11-2016 11:34
42.718,13.244,11.9,1.6,36.5398,38.6123,-33.297,15.05,6e-06,02-11-2016 11:36
42.907,13.217,7.8,1.7,18.0769,19.9248,-12.261,13.283,5.4e-05,02-11-2016 11:41
42.874,13.187,10.4,2.5,19.174,22.0953,-15.874,10.755,0.000246,02-11-2016 11:43
42.715,13.241,10.8,2.3,36.7365,38.4588,-33.625,14.797,3.6e-05,02-11-2016 11:43
42.8,13.171,9.0,2.3,25.7871,27.5091,-24.064,9.269,9.1e-05,02-11-2016 11:44
42.687,13.273,11.1,2.0,40.6759,42.3197,-36.788,17.354,1.3e-05,02-11-2016 11:46
42.777,13.209,9.6,2.2,29.3923,31.1053,-26.684,12.323,5.2e-05,02-11-2016 11:47
42.711,13.265,12.3,1.5,38.0018,40.1252,-34.11,16.753,4e-06,02-11-2016 11:50
42.785,13.112,11.0,2.3,25.9992,28.4614,-25.623,4.407,8.3e-05,02-11-2016 11:50
42.834,13.03,10.6,2.4,20.1455,23.0398,-20.028,-2.173,0.000179,02-11-2016 11:54
42.912,13.211,8.2,1.9,17.3422,19.4381,-11.696,12.805,9.2e-05,02-11-2016 11:58
42.88,13.036,10.9,2.1,15.0125,18.8989,-14.931,-1.564,0.000153,02-11-2016 12:00
42.819,13.091,10.0,2.2,21.9843,24.3977,-21.808,2.775,0.0001,02-11-2016 12:02
43.039,13.117,8.1,3.1,6.0257,10.5665,2.576,5.447,0.00321,02-11-2016 12:05
42.702,13.273,12.9,2.4,39.1909,41.4444,-35.122,17.388,3.7e-05,02-11-2016 12:06
42.955,13.152,9.2,2.4,10.5814,14.4088,-6.816,8.093,0.000521,02-11-2016 12:10
42.807,13.145,10.4,2.3,24.3177,26.6817,-23.24,7.16,9.8e-05,02-11-2016 12:14
42.809,13.152,10.6,1.4,24.2952,26.7441,-23.03,7.737,1.1e-05,02-11-2016 12:16
42.808,13.153,10.1,1.3,24.4275,26.6601,-23.143,7.817,9e-06,02-11-2016 12:21
42.86,13.116,8.3,2.2,17.9874,20.0599,-17.301,4.92,0.000164,02-11-2016 12:21
42.93,13.143,8.1,2.5,12.0403,14.8429,-9.577,7.298,0.000599,02-11-2016 12:26
42.632,13.207,13.4,2.7,44.3853,46.5349,-42.783,11.817,5.3e-05,02-11-2016 12:28
42.837,13.163,10.5,2.7,21.7575,24.4163,-19.94,8.705,0.000292,02-11-2016 12:29
42.89,13.169,6.5,1.8,16.8745,18.2996,-14.065,9.323,8.5e-05,02-11-2016 12:30
42.807,13.132,10.1,1.6,24.0035,26.2722,-23.216,6.097,2e-05,02-11-2016 12:33
42.768,13.238,12.0,2.0,31.3768,33.8047,-27.734,14.674,2.5e-05,02-11-2016 12:33
42.835,13.159,11.1,1.3,21.8253,24.7541,-20.155,8.373,1.1e-05,02-11-2016 12:36
42.835,13.167,10.0,2.3,22.0974,24.4996,-20.17,9.027,0.000123,02-11-2016 12:38
42.832,13.051,9.6,1.5,20.2952,22.7052,-20.29,-0.462,2.4e-05,02-11-2016 12:39
42.735,13.228,11.1,1.4,34.2733,36.2088,-31.381,13.779,5e-06,02-11-2016 12:40
42.76,13.075,10.8,1.5,28.3614,30.5594,-28.331,1.317,1e-05,02-11-2016 12:44
42.912,13.065,11.8,2.0,11.4663,16.8743,-11.432,0.886,0.000161,02-11-2016 12:46
42.742,13.264,10.8,2.2,34.938,36.7446,-30.665,16.742,3.2e-05,02-11-2016 12:47
42.817,13.135,3.3,1.9,23.0096,23.3344,-22.111,6.367,5.7e-05,02-11-2016 12:49
42.836,13.179,15.3,1.4,22.4365,27.4877,-20.08,10.01,1.1e-05,02-11-2016 12:51
42.805,13.056,13.0,1.6,23.2981,26.967,-23.298,-0.123,1.8e-05,02-11-2016 12:54
42.888,13.138,10.9,2.2,15.7671,19.5036,-14.232,6.787,0.000176,02-11-2016 12:56
42.794,13.079,11.5,2.0,24.6234,27.4269,-24.563,1.73,4.6e-05,02-11-2016 12:58
42.729,13.179,9.7,2.1,33.4174,34.9628,-31.962,9.753,2.9e-05,02-11-2016 13:00
43.027,13.074,8.9,2.5,2.3264,9.7613,1.323,1.914,0.001228,02-11-2016 13:03
42.879,13.051,10.8,2.5,15.0743,18.8875,-15.07,-0.341,0.000356,02-11-2016 13:09
42.839,13.166,10.9,2.5,21.6612,24.5152,-19.724,8.955,0.00019,02-11-2016 13:10
42.849,13.223,9.6,2.3,23.1545,25.2935,-18.713,13.637,0.000113,02-11-2016 13:11
42.763,13.161,11.1,1.9,29.3702,31.6074,-28.155,8.362,2.4e-05,02-11-2016 13:15
42.77,13.165,11.0,1.9,28.7351,30.9806,-27.384,8.706,2.6e-05,02-11-2016 13:17
42.868,13.21,6.2,1.7,20.8363,21.9117,-16.58,12.619,4.2e-05,02-11-2016 13:17
42.76,13.223,11.3,1.1,31.5924,33.7522,-28.597,13.428,3e-06,02-11-2016 13:19
42.768,13.171,10.5,2.0,29.1068,31.1444,-27.617,9.192,3.2e-05,02-11-2016 13:19
42.771,13.17,12.3,1.9,28.7655,31.5174,-27.282,9.118,2.4e-05,02-11-2016 13:20
42.717,13.208,11.5,2.0,35.473,37.4735,-33.346,12.099,1.9e-05,02-11-2016 13:22
42.776,13.093,10.0,1.9,26.7377,28.7548,-26.587,2.83,3.2e-05,02-11-2016 13:27
42.687,13.276,9.3,2.2,40.7859,41.9655,-36.793,17.6,2.2e-05,02-11-2016 13:32
42.821,13.099,12.6,2.2,21.8724,25.5365,-21.601,3.434,8.8e-05,02-11-2016 13:34
43.04,13.072,6.7,1.8,3.2949,7.9909,2.77,1.784,0.000402,02-11-2016 13:37
42.758,13.083,10.9,2.0,28.6355,30.8509,-28.568,1.967,3.3e-05,02-11-2016 13:41
42.79,13.085,10.3,2.1,25.1154,27.3707,-25.018,2.211,5.8e-05,02-11-2016 13:43
42.79,13.148,9.0,2.7,26.1896,27.8868,-25.133,7.364,0.000209,02-11-2016 13:44
42.922,13.019,10.6,2.0,10.6214,15.421,-10.234,-2.842,0.000197,02-11-2016 13:47
42.685,13.212,12.9,1.9,38.9184,41.1868,-36.906,12.352,1.1e-05,02-11-2016 13:50
42.833,13.168,10.9,2.1,22.3332,25.111,-20.393,9.104,7.4e-05,02-11-2016 13:54
42.745,13.228,11.3,2.0,33.2691,35.3266,-30.271,13.802,2.2e-05,02-11-2016 13:55
42.816,13.127,10.5,1.9,22.9301,25.4668,-22.208,5.71,4.5e-05,02-11-2016 13:56
42.822,13.128,11.1,1.8,22.3121,25.1844,-21.543,5.807,3.6e-05,02-11-2016 13:57
42.818,13.158,9.6,2.1,23.5348,25.6421,-22.041,8.25,7e-05,02-11-2016 13:57
42.782,13.187,10.4,1.9,28.1373,30.2038,-26.091,10.535,2.8e-05,02-11-2016 14:00
42.715,13.293,13.1,1.7,38.7248,41.0701,-33.712,19.055,7e-06,02-11-2016 14:01
42.75,13.117,10.9,1.9,29.8953,32.0238,-29.519,4.729,2.3e-05,02-11-2016 14:02
42.803,13.149,10.8,2.0,24.8431,27.3255,-23.691,7.477,4.6e-05,02-11-2016 14:04
42.91,13.171,10.3,2.1,15.2078,18.6989,-11.848,9.535,0.000157,02-11-2016 14:06
42.875,13.134,9.3,1.8,16.9355,19.6068,-15.668,6.428,7.1e-05,02-11-2016 14:07
42.795,13.116,9.5,1.7,24.9773,26.9346,-24.52,4.759,2.4e-05,02-11-2016 14:10
42.799,13.106,10.6,2.1,24.3795,26.8208,-24.057,3.951,6.2e-05,02-11-2016 14:13
42.912,13.192,9.7,2.0,16.2069,19.1922,-11.663,11.254,0.000118,02-11-2016 14:14
42.72,13.188,10.0,1.9,34.5994,36.1809,-32.978,10.469,1.6e-05,02-11-2016 14:15
42.756,13.037,11.0,1.6,28.7599,31.0037,-28.703,-1.803,1.2e-05,02-11-2016 14:19
42.881,13.101,10.0,2.1,15.4044,18.6878,-14.942,3.748,0.000157,02-11-2016 14:21
43.036,13.053,9.0,1.8,2.3723,9.8694,2.362,0.226,0.0003,02-11-2016 14:23
42.885,13.147,10.7,3.2,16.4035,19.9076,-14.581,7.514,0.001236,02-11-2016 14:25
42.837,13.073,10.3,1.9,19.822,22.6116,-19.776,1.349,6.2e-05,02-11-2016 14:31
42.793,13.149,9.1,2.4,25.8973,27.6473,-24.802,7.453,0.000112,02-11-2016 14:35
43.008,13.068,8.7,1.8,1.5803,9.4136,-0.776,1.376,0.000322,02-11-2016 14:37
42.939,13.026,10.3,1.7,8.651,13.9002,-8.36,-2.227,0.000128,02-11-2016 14:40
42.841,13.163,10.8,2.7,21.3551,24.198,-19.496,8.714,0.000298,02-11-2016 14:42
42.764,13.15,11.4,2.0,29.001,31.378,-28.024,7.464,3.1e-05,02-11-2016 14:43
42.784,13.277,13.5,1.8,31.5858,34.5819,-26.023,17.902,1.4e-05,02-11-2016 14:45
42.816,13.087,10.1,2.4,22.2683,24.697,-22.134,2.44,0.00015,02-11-2016 14:47
42.889,13.083,10.1,1.9,14.2069,17.7735,-14.02,2.298,0.000114,02-11-2016 14:48
42.882,13.084,12.2,1.9,14.9864,19.6957,-14.799,2.362,8.9e-05,02-11-2016 14:51
42.782,13.276,13.4,1.8,31.7191,34.6632,-26.243,17.815,1.4e-05,02-11-2016 14:54
42.794,13.107,10.5,2.5,24.9405,27.2909,-24.614,4.02,0.000144,02-11-2016 15:03
42.858,13.224,10.2,2.3,22.4187,24.8758,-17.715,13.739,0.000118,02-11-2016 15:06
42.969,13.098,10.8,2.0,6.3659,13.0395,-5.163,3.724,0.000279,02-11-2016 15:08
42.793,13.076,10.2,2.7,24.7125,26.9614,-24.668,1.482,0.000228,02-11-2016 15:12
42.894,13.078,9.8,2.3,13.5891,17.0999,-13.455,1.902,0.000296,02-11-2016 15:16
42.886,13.13,12.0,2.3,15.6861,20.1075,-14.439,6.128,0.000202,02-11-2016 15:16
42.8,13.153,10.1,3.0,25.2647,27.4294,-24.031,7.797,0.000405,02-11-2016 15:17
43.052,13.088,7.9,2.4,5.1293,9.9106,4.073,3.118,0.000994,02-11-2016 15:18
42.841,13.151,9.6,2.3,20.9541,23.296,-19.475,7.734,0.00014,02-11-2016 15:22
42.814,13.159,10.4,2.0,23.9779,26.3723,-22.487,8.322,5.1e-05,02-11-2016 15:24
42.807,13.068,6.7,1.9,23.1144,24.2337,-23.098,0.864,5.1e-05,02-11-2016 15:27
42.803,13.099,10.4,1.9,23.8422,26.249,-23.6,3.389,4.1e-05,02-11-2016 15:29
42.889,13.193,10.8,2.1,18.1499,21.4225,-14.219,11.28,0.000112,02-11-2016 15:30
42.877,13.059,10.4,1.8,15.3107,18.8408,-15.308,0.307,7.9e-05,02-11-2016 15:33
42.899,13.19,8.6,1.9,17.1462,19.4491,-13.103,11.059,9.1e-05,02-11-2016 15:36
42.787,13.254,9.8,1.7,30.2464,31.978,-25.651,16.027,1.4e-05,02-11-2016 15:37
42.715,13.298,13.1,2.4,38.9351,41.2684,-33.72,19.465,3.7e-05,02-11-2016 15:45
42.816,13.152,11.1,2.4,23.5652,26.301,-22.253,7.754,0.000127,02-11-2016 15:46
42.779,13.234,13.5,1.8,30.1515,33.277,-26.505,14.373,1.6e-05,02-11-2016 15:49
42.815,13.145,10.1,1.6,23.4761,25.7913,-22.351,7.18,2.1e-05,02-11-2016 15:50
43.031,13.045,9.9,3.4,1.8735,10.6461,1.821,-0.439,0.005211,02-11-2016 15:53
42.894,13.216,9.3,2.1,19.0064,21.421,-13.703,13.17,0.000112,02-11-2016 15:55
42.793,13.173,10.7,2.6,26.5689,28.8643,-24.844,9.416,0.000154,02-11-2016 15:55
42.902,13.208,8.8,2.7,17.9171,20.2239,-12.801,12.536,0.000457,02-11-2016 15:56
42.906,13.163,9.0,2.1,15.1476,17.9228,-12.278,8.872,0.000174,02-11-2016 16:01
42.878,13.186,8.9,1.7,18.7653,21.024,-15.428,10.683,4.7e-05,02-11-2016 16:02
42.849,13.139,12.9,1.8,19.7614,23.9212,-18.565,6.773,4.2e-05,02-11-2016 16:08
42.71,13.225,10.7,2.9,36.7148,38.4085,-34.153,13.475,0.00014,02-11-2016 16:12
42.891,13.158,7.7,1.9,16.2846,18.2688,-13.935,8.427,0.000107,02-11-2016 16:16
42.733,13.23,10.6,2.0,34.5438,36.3079,-31.607,13.938,2.1e-05,02-11-2016 16:18
42.822,13.127,13.2,2.0,22.2892,26.2049,-21.541,5.725,5.2e-05,02-11-2016 16:20
42.804,13.168,4.0,1.7,25.2829,25.6944,-23.614,9.034,2.7e-05,02-11-2016 16:20
42.89,13.193,9.3,2.5,18.0645,20.5898,-14.108,11.283,0.000291,02-11-2016 16:23
43.06,13.098,9.3,1.3,6.3288,11.7332,4.943,3.952,7.3e-05,02-11-2016 16:24
42.889,13.059,13.1,2.4,13.979,19.559,-13.975,0.338,0.000267,02-11-2016 16:28
42.888,13.189,9.5,2.6,18.0298,20.6562,-14.323,10.951,0.000355,02-11-2016 16:29
42.933,13.185,13.1,1.5,14.2133,19.7271,-9.318,10.733,3.5e-05,02-11-2016 16:31
42.928,13.211,7.6,1.7,16.227,18.1721,-9.919,12.842,6.9e-05,02-11-2016 16:33
42.802,13.119,10.6,2.0,24.273,26.724,-23.748,5.022,4.9e-05,02-11-2016 16:37
42.773,13.082,10.4,1.9,26.9688,29.1183,-26.9,1.923,3.1e-05,02-11-2016 16:42
42.777,13.215,10.8,2.2,29.6108,31.7223,-26.695,12.813,4.9e-05,02-11-2016 16:44
42.876,13.18,9.8,1.9,18.665,21.3571,-15.639,10.188,7.2e-05,02-11-2016 16:46
42.947,13.232,6.5,2.0,16.5748,18.0236,-7.845,14.601,0.000138,02-11-2016 16:49
42.788,13.072,10.5,2.3,25.2416,27.5664,-25.216,1.143,9e-05,02-11-2016 16:50
42.902,13.184,7.8,2.0,16.5729,18.5711,-12.759,10.577,0.000128,02-11-2016 16:52
42.891,13.15,9.1,2.9,15.9438,18.6523,-13.92,7.774,0.000809,02-11-2016 16:56
42.875,13.086,10.7,2.1,15.7807,19.3976,-15.58,2.507,0.000143,02-11-2016 17:00
42.787,13.193,9.9,2.2,27.8285,29.7364,-25.546,11.037,5.8e-05,02-11-2016 17:01
42.793,13.176,10.0,2.3,26.6618,28.6843,-24.85,9.661,8.1e-05,02-11-2016 17:01
42.814,13.354,14.8,2.1,33.3081,36.6875,-22.817,24.265,2.5e-05,02-11-2016 17:05
43.473,14.105,13.7,3.3,99.5885,100.6071,49.443,86.448,2.7e-05,02-11-2016 17:08
42.75,13.21,10.8,2.2,32.1476,34.1024,-29.685,12.341,4e-05,02-11-2016 17:10
42.766,13.11,11.2,2.5,28.045,30.4186,-27.729,4.196,0.000108,02-11-2016 17:16
42.924,13.02,11.9,2.4,10.3861,16.2364,-10.014,-2.756,0.000407,02-11-2016 17:17
42.773,13.148,0.3,1.8,27.9955,28.0093,-27.021,7.323,2.7e-05,02-11-2016 17:19
42.809,13.148,10.2,2.7,24.1862,26.4798,-23.023,7.41,0.000238,02-11-2016 17:24
42.73,13.206,11.4,2.1,34.0693,36.1142,-31.899,11.966,2.7e-05,02-11-2016 17:25
42.86,13.091,11.1,1.7,17.4936,21.0345,-17.255,2.878,4.7e-05,02-11-2016 17:27
42.735,13.283,9.3,2.3,36.3986,37.7157,-31.475,18.282,3.8e-05,02-11-2016 17:33
42.754,13.083,10.5,2.6,29.0779,31.1174,-29.012,1.957,0.000127,02-11-2016 17:37
42.982,13.063,10.1,1.8,3.7641,11.3239,-3.654,0.902,0.000238,02-11-2016 17:39
42.886,13.105,19.6,2.3,14.9627,25.122,-14.394,4.087,0.000115,02-11-2016 17:42
42.801,13.145,10.6,3.2,24.9511,27.3413,-23.906,7.145,0.000606,02-11-2016 17:45
42.887,13.171,8.9,2.0,17.2415,19.6758,-14.402,9.479,0.000111,02-11-2016 17:47
42.855,13.095,10.6,2.0,18.1017,21.2759,-17.818,3.192,9.1e-05,02-11-2016 17:49
42.733,13.205,10.6,2.2,33.7295,35.5341,-31.564,11.891,3.5e-05,02-11-2016 17:50
42.748,13.121,11.2,1.8,30.1742,32.3921,-29.748,5.052,1.8e-05,02-11-2016 17:53
42.861,13.216,10.4,2.2,21.7503,24.3646,-17.368,13.093,0.0001,02-11-2016 17:53
42.853,13.116,9.1,1.7,18.7317,21.0851,-18.079,4.903,4.7e-05,02-11-2016 17:57
42.562,13.197,12.4,1.8,51.6869,53.2918,-50.539,10.832,4e-06,02-11-2016 17:57
42.913,13.188,8.4,1.9,15.8975,18.2585,-11.545,10.93,0.000107,02-11-2016 18:00
42.835,13.164,10.8,1.9,21.9935,24.7632,-20.164,8.782,4.8e-05,02-11-2016 18:03
42.766,13.068,10.3,1.9,27.6618,29.7246,-27.651,0.759,2.9e-05,02-11-2016 18:05
42.658,13.221,13.5,1.6,41.9917,44.2894,-39.92,13.026,4e-06,02-11-2016 18:07
42.96,13.179,9.9,2.1,12.0855,15.9965,-6.309,10.308,0.000225,02-11-2016 18:11
42.828,12.845,6.4,2.3,26.6974,27.5948,-20.324,-17.311,9e-05,02-11-2016 18:12
42.835,13.205,8.5,2.1,23.5948,25.2816,-20.236,12.133,7.2e-05,02-11-2016 18:12
42.905,13.116,12.4,1.9,13.2932,18.5793,-12.304,5.032,0.000102,02-11-2016 18:16
43.035,13.058,10.6,1.6,2.3281,11.4198,2.241,0.631,0.000152,02-11-2016 18:17
42.89,13.132,10.9,1.9,15.3518,19.1694,-13.999,6.302,9.5e-05,02-11-2016 18:18
42.881,13.208,7.7,2.1,19.6196,21.2952,-15.133,12.486,0.000114,02-11-2016 18:21
42.641,13.296,11.2,2.3,46.0943,47.5757,-41.935,19.135,1.9e-05,02-11-2016 18:22
42.988,13.034,8.7,2.4,3.2705,9.8394,-2.933,-1.447,0.001005,02-11-2016 18:23
42.923,13.202,7.8,2.1,15.9905,18.0533,-10.459,12.096,0.000171,02-11-2016 18:26
42.995,13.127,8.0,1.8,6.5791,10.812,-2.329,6.153,0.000258,02-11-2016 18:29
42.819,13.294,9.0,1.8,29.4362,30.9559,-22.164,19.371,2e-05,02-11-2016 18:35
42.797,13.14,10.1,1.5,25.2536,27.4191,-24.341,6.727,1.4e-05,02-11-2016 18:38
43.001,13.097,8.6,2.8,4.0548,10.0356,-1.608,3.722,0.002046,02-11-2016 18:41
42.765,13.19,10.6,1.7,29.974,31.9911,-27.984,10.74,1.4e-05,02-11-2016 18:44
42.817,13.127,9.1,1.7,22.8232,24.7912,-22.097,5.713,3e-05,02-11-2016 18:45
42.822,13.109,11.1,2.1,21.9251,24.8422,-21.509,4.254,7.6e-05,02-11-2016 18:45
42.836,13.21,13.5,2.0,23.7218,27.5857,-20.134,12.544,4.5e-05,02-11-2016 18:50
42.73,13.142,10.9,1.9,32.4892,34.4578,-31.785,6.726,1.9e-05,02-11-2016 18:52
42.673,13.28,11.0,1.1,42.3242,43.8797,-38.355,17.896,1e-06,02-11-2016 18:52
42.737,13.194,10.3,1.9,32.9885,34.7364,-31.1,11.0,1.8e-05,02-11-2016 18:54
42.713,13.144,11.6,2.5,34.3661,36.4607,-33.677,6.849,6.6e-05,02-11-2016 18:56
42.772,13.146,11.2,1.6,28.0564,30.4291,-27.128,7.156,1.3e-05,02-11-2016 18:59
42.8,13.156,10.6,1.9,25.3466,27.7028,-24.037,8.043,3.5e-05,02-11-2016 19:06
42.802,13.116,9.9,1.8,24.2181,26.3883,-23.742,4.776,3.2e-05,02-11-2016 19:09
42.763,13.181,10.0,2.0,29.9108,31.7268,-28.19,9.998,3e-05,02-11-2016 19:11
42.802,13.087,11.0,2.2,23.8107,26.4773,-23.689,2.405,8e-05,02-11-2016 19:16
42.85,13.222,10.0,2.2,23.0166,25.3318,-18.6,13.557,9e-05,02-11-2016 19:16
42.765,13.06,10.7,1.5,27.7476,29.9528,-27.747,0.102,1.1e-05,02-11-2016 19:19
42.714,13.18,14.5,2.5,35.0285,38.1366,-33.63,9.799,5.8e-05,02-11-2016 19:20
42.928,13.207,9.4,3.4,15.9655,18.8281,-9.912,12.516,0.001986,02-11-2016 19:26
42.941,13.147,9.8,3.4,11.3343,15.3692,-8.362,7.651,0.002923,02-11-2016 19:27
42.844,13.004,10.3,2.1,19.345,22.1946,-18.867,-4.272,0.000102,02-11-2016 19:33
42.877,13.06,8.2,3.7,15.3144,17.6528,-15.309,0.389,0.003739,02-11-2016 19:37
42.727,13.185,10.9,2.2,33.7842,35.6814,-32.195,10.24,3.5e-05,02-11-2016 19:42
42.86,13.162,11.7,1.8,19.4303,22.9855,-17.384,8.679,4.7e-05,02-11-2016 19:43
42.947,13.058,12.1,2.1,7.5428,14.7538,-7.532,0.405,0.000268,02-11-2016 19:43
42.815,13.129,10.2,1.8,23.0817,25.4749,-22.322,5.872,3.5e-05,02-11-2016 19:46
42.732,13.243,12.0,2.3,35.1062,37.2921,-31.74,15.0,3.9e-05,02-11-2016 19:52
42.822,13.133,9.9,1.6,22.4307,24.7582,-21.552,6.216,2.4e-05,02-11-2016 19:54
42.903,13.147,9.1,1.8,14.6778,17.5824,-12.582,7.558,9.4e-05,02-11-2016 19:55
42.712,13.227,12.0,1.7,36.574,38.677,-33.934,13.644,8e-06,02-11-2016 19:58
42.923,13.18,7.2,1.9,14.6518,16.5893,-10.42,10.301,0.000134,02-11-2016 20:00
42.762,13.212,10.1,1.5,31.0016,32.7897,-28.355,12.533,8e-06,02-11-2016 20:03
42.909,13.059,10.3,1.9,11.7603,16.0212,-11.754,0.389,0.000146,02-11-2016 20:04
42.585,13.384,12.0,1.8,54.9591,56.3805,-48.295,26.231,3e-06,02-11-2016 20:07
42.793,13.139,11.0,2.0,25.6565,28.1487,-24.784,6.635,4.3e-05,02-11-2016 20:09
42.922,13.147,9.0,2.1,12.9421,16.102,-10.472,7.605,0.000222,02-11-2016 20:12
42.833,13.082,11.1,2.2,20.3431,23.4577,-20.237,2.074,0.000111,02-11-2016 20:13
42.787,13.203,10.0,2.3,28.1788,30.0995,-25.563,11.855,7.1e-05,02-11-2016 20:17
42.8,13.083,10.3,1.9,23.9933,26.3449,-23.904,2.073,4.1e-05,02-11-2016 20:21
