LAT,LON,DEP,MAG,EPI-DIS,HYP-DIS,CORD-N,CORD-E,PGA,datetime
42.524,13.322,6.7,1.5,58.8429,59.2915,-54.949,21.051,1e-06,19-01-2017 15:27
42.606,13.298,9.6,1.4,49.6485,50.6814,-45.77,19.239,2e-06,19-01-2017 15:28
42.574,13.321,8.9,2.1,53.7178,54.5479,-49.438,21.012,8e-06,19-01-2017 15:34
43.014,13.065,8.2,1.6,1.1791,8.8588,-0.138,1.171,0.00023,19-01-2017 15:43
42.563,13.304,10.5,1.7,54.2931,55.4122,-50.632,19.601,3e-06,19-01-2017 15:44
42.906,13.032,9.9,1.9,12.1421,16.0394,-12.002,-1.839,0.000145,19-01-2017 15:45
42.571,13.289,9.2,1.7,53.0406,53.9347,-49.752,18.387,3e-06,19-01-2017 15:47
42.591,13.289,10.5,2.1,50.9231,52.1146,-47.454,18.474,9e-06,19-01-2017 15:49
42.49,13.23,10.1,2.1,60.141,61.0819,-58.626,13.414,5e-06,19-01-2017 15:49
42.985,13.174,9.5,1.4,10.5492,14.5908,-3.546,9.935,5.8e-05,19-01-2017 15:53
42.47,13.307,12.4,2.1,64.0788,65.3802,-60.976,19.698,4e-06,19-01-2017 15:56
42.579,13.289,10.3,2.5,52.1473,53.2702,-48.775,18.447,2.3e-05,19-01-2017 16:00
42.581,13.291,10.4,2.1,51.9997,53.1463,-48.556,18.608,8e-06,19-01-2017 16:03
43.039,13.11,6.3,2.3,5.5701,8.8522,2.644,4.903,0.000959,19-01-2017 16:07
42.539,13.355,8.6,1.8,58.3927,59.1099,-53.325,23.794,3e-06,19-01-2017 16:08
42.598,13.224,10.9,1.5,48.3753,49.7188,-46.566,13.108,2e-06,19-01-2017 16:12
42.49,13.314,14.5,2.0,62.0973,63.9022,-58.699,20.261,4e-06,19-01-2017 16:16
42.534,13.257,10.7,2.0,55.9834,57.1085,-53.751,15.652,5e-06,19-01-2017 16:17
43.625,12.075,8.8,1.3,104.2327,104.6539,70.06,-77.175,0.0,19-01-2017 16:26
43.067,13.05,8.6,1.4,5.7883,10.8525,5.788,0.045,0.000107,19-01-2017 16:28
43.629,12.084,9.4,1.2,103.9798,104.4576,70.534,-76.399,0.0,19-01-2017 16:28
42.503,13.309,10.0,2.1,60.6147,61.5311,-57.248,19.92,5e-06,19-01-2017 16:29
42.583,13.255,11.2,1.8,50.7365,52.0861,-48.273,15.617,4e-06,19-01-2017 16:33
42.574,13.302,9.6,2.1,53.0501,54.0181,-49.351,19.462,8e-06,19-01-2017 16:33
42.605,13.33,10.9,2.0,50.8998,52.1783,-45.966,21.861,7e-06,19-01-2017 16:39
42.596,13.272,10.3,1.9,49.886,51.0587,-46.87,17.082,6e-06,19-01-2017 16:41
42.61,13.262,11.9,2.0,48.1844,49.7743,-45.343,16.301,8e-06,19-01-2017 16:46
42.568,13.267,10.2,2.1,52.6483,53.7406,-49.96,16.609,8e-06,19-01-2017 16:49
42.583,13.293,10.3,2.8,51.9323,53.0597,-48.426,18.758,4.7e-05,19-01-2017 16:51
42.548,13.234,10.9,1.8,53.9361,55.1443,-52.135,13.821,3e-06,19-01-2017 16:53
42.581,13.31,9.7,1.9,52.5898,53.5851,-48.566,20.176,5e-06,19-01-2017 17:02
42.469,13.284,13.9,3.0,63.5322,65.1614,-60.993,17.781,4.2e-05,19-01-2017 17:04
42.594,13.304,10.4,1.8,51.1511,52.3163,-47.201,19.711,4e-06,19-01-2017 17:06
42.591,13.319,10.8,1.4,51.9489,53.1807,-47.547,20.927,1e-06,19-01-2017 17:08
42.546,13.275,10.6,1.8,55.2232,56.3435,-52.482,17.181,3e-06,19-01-2017 17:10
42.61,13.231,11.0,1.8,47.2661,48.6639,-45.234,13.71,5e-06,19-01-2017 17:15
42.465,13.259,13.7,1.9,63.3667,64.9558,-61.384,15.725,3e-06,19-01-2017 17:17
42.595,13.318,10.3,1.5,51.4611,52.5987,-47.046,20.855,2e-06,19-01-2017 17:20
42.598,13.349,9.7,1.6,52.3558,53.3555,-46.83,23.411,2e-06,19-01-2017 17:21
42.489,13.31,12.7,1.6,62.0968,63.5009,-58.814,19.922,1e-06,19-01-2017 17:25
43.633,12.088,9.4,1.6,104.0058,104.4835,70.89,-76.104,0.0,19-01-2017 17:29
42.834,12.965,11.7,2.2,21.2891,24.5769,-19.935,-7.471,9.8e-05,19-01-2017 17:30
42.505,13.274,14.9,2.2,59.4723,61.454,-56.979,17.041,7e-06,19-01-2017 17:30
43.025,13.111,5.0,1.9,5.0621,7.534,1.065,4.949,0.000529,19-01-2017 17:31
42.521,13.264,12.0,2.3,57.5264,58.8858,-55.175,16.28,1e-05,19-01-2017 17:37
42.597,13.324,10.7,1.7,51.4669,52.6885,-46.844,21.318,3e-06,19-01-2017 17:39
42.472,13.367,7.2,1.7,65.5805,66.0403,-60.784,24.62,1e-06,19-01-2017 17:41
42.61,13.27,10.7,2.1,48.4078,49.7046,-45.356,16.916,1e-05,19-01-2017 17:42
42.6,13.32,9.5,2.2,51.0088,51.9953,-46.472,21.03,1.2e-05,19-01-2017 17:44
42.597,13.3,10.8,1.1,50.6943,51.9559,-46.86,19.34,1e-06,19-01-2017 17:46
42.584,13.262,10.2,1.9,50.8681,51.9978,-48.208,16.234,5e-06,19-01-2017 17:48
42.727,13.289,17.7,1.8,37.3634,41.5955,-32.339,18.715,8e-06,19-01-2017 17:50
42.803,13.116,12.5,1.8,24.1151,27.434,-23.632,4.803,2.9e-05,19-01-2017 17:55
42.956,12.966,12.6,1.2,9.4818,16.2363,-6.356,-7.036,2.8e-05,19-01-2017 17:55
42.525,13.362,11.0,1.7,60.0975,61.203,-54.978,24.272,2e-06,19-01-2017 18:02
43.025,13.036,8.5,2.8,1.6957,9.237,1.195,-1.203,0.002284,19-01-2017 18:03
43.029,13.039,7.1,2.3,1.8338,7.8959,1.588,-0.917,0.001101,19-01-2017 18:04
42.604,13.229,12.9,2.2,47.8968,49.7576,-45.931,13.581,1.3e-05,19-01-2017 18:06
43.031,13.041,7.2,1.7,1.9866,8.0296,1.85,-0.723,0.000324,19-01-2017 18:13
42.505,13.318,14.7,1.9,60.7171,62.6102,-57.096,20.655,3e-06,19-01-2017 18:17
42.505,13.4,9.5,1.8,63.4669,64.2624,-57.259,27.376,2e-06,19-01-2017 18:19
42.93,13.157,9.5,1.5,12.8004,16.2929,-9.624,8.44,5.7e-05,19-01-2017 18:21
42.51,13.3,13.5,2.0,59.6218,61.2617,-56.455,19.172,4e-06,19-01-2017 18:21
42.579,13.302,13.3,2.0,52.5381,54.3407,-48.796,19.473,6e-06,19-01-2017 18:24
42.572,13.321,10.3,1.8,53.8697,54.9574,-49.583,21.059,3e-06,19-01-2017 18:26
42.569,13.273,15.8,2.1,52.7832,55.2663,-49.947,17.069,7e-06,19-01-2017 18:30
42.6,13.307,9.9,1.5,50.5792,51.6535,-46.473,19.963,2e-06,19-01-2017 18:32
42.987,13.03,6.2,1.2,3.4784,7.6202,-3.015,-1.734,0.000116,19-01-2017 18:40
42.833,13.058,11.0,1.0,20.1596,23.2488,-20.159,0.13,6e-06,19-01-2017 18:41
42.589,13.316,9.3,2.3,51.9972,52.9275,-47.709,20.677,1.4e-05,19-01-2017 18:43
42.525,13.312,11.9,2.0,58.4144,59.7326,-54.82,20.174,5e-06,19-01-2017 18:44
43.513,12.542,9.8,1.2,69.0778,69.8533,56.41,-39.871,0.0,19-01-2017 18:51
42.589,13.209,10.3,2.3,48.9953,50.1888,-47.529,11.897,1.6e-05,19-01-2017 18:59
42.569,13.306,13.6,1.7,53.6847,55.5258,-49.892,19.821,3e-06,19-01-2017 19:01
42.715,13.239,10.9,1.2,36.6242,38.3812,-33.566,14.651,2e-06,19-01-2017 19:02
42.857,13.126,10.5,3.0,18.5303,21.5903,-17.63,5.706,0.00071,19-01-2017 19:10
42.553,13.35,9.2,2.2,56.7762,57.6123,-51.761,23.332,8e-06,19-01-2017 19:13
42.857,13.124,10.0,2.0,18.5114,21.3215,-17.649,5.583,9.1e-05,19-01-2017 19:17
43.056,13.035,11.2,1.9,4.8275,12.7308,4.673,-1.212,0.000237,19-01-2017 19:18
42.584,13.308,9.4,2.6,52.1989,53.1444,-48.228,19.969,2.9e-05,19-01-2017 19:20
42.529,13.361,10.0,2.0,59.6775,60.6081,-54.533,24.239,4e-06,19-01-2017 19:27
42.577,13.26,10.3,2.3,51.5532,52.6888,-49.003,16.012,1.4e-05,19-01-2017 19:31
42.508,13.313,12.8,1.7,60.2073,61.6761,-56.699,20.252,2e-06,19-01-2017 19:36
42.473,13.262,13.5,1.5,62.587,64.1512,-60.512,15.982,1e-06,19-01-2017 19:37
42.513,13.307,11.1,1.8,59.5997,60.7334,-56.223,19.776,3e-06,19-01-2017 19:37
42.616,13.259,14.8,1.6,47.4075,49.8399,-44.616,16.029,3e-06,19-01-2017 19:39
42.504,13.311,13.2,2.2,60.6027,62.1496,-57.195,20.037,7e-06,19-01-2017 19:49
42.477,13.303,16.0,1.8,63.1526,65.2928,-60.103,19.386,2e-06,19-01-2017 19:52
42.534,13.313,10.0,2.3,57.5198,58.4848,-53.812,20.318,1e-05,19-01-2017 19:53
42.862,13.125,10.1,2.0,18.0239,20.9505,-17.117,5.644,9.5e-05,19-01-2017 19:54
42.598,13.304,10.1,2.4,50.6841,51.7971,-46.69,19.721,1.9e-05,19-01-2017 19:55
42.626,13.297,3.9,1.6,47.6659,47.876,-43.635,19.183,3e-06,19-01-2017 19:57
42.568,13.316,15.1,1.6,54.114,56.3399,-50.04,20.598,2e-06,19-01-2017 19:58
42.547,13.324,10.1,2.5,56.5669,57.5663,-52.441,21.207,1.8e-05,19-01-2017 19:58
42.572,13.287,9.2,2.3,52.8065,53.7045,-49.549,18.259,1.3e-05,19-01-2017 20:06
42.579,13.321,8.6,2.0,53.2217,54.0076,-48.894,21.023,6e-06,19-01-2017 20:07
42.571,13.267,10.3,1.7,52.3812,53.4992,-49.682,16.598,3e-06,19-01-2017 20:09
42.81,13.122,9.2,1.2,23.4204,25.3804,-22.81,5.313,8e-06,19-01-2017 20:10
42.616,13.263,11.1,2.1,47.5568,48.9701,-44.656,16.356,1.1e-05,19-01-2017 20:13
42.544,13.336,11.9,1.9,57.2319,58.5767,-52.739,22.228,4e-06,19-01-2017 20:14
42.579,13.251,9.5,2.0,51.114,52.0984,-48.777,15.278,7e-06,19-01-2017 20:16
42.54,13.315,11.1,1.9,56.9584,58.1437,-53.159,20.454,4e-06,19-01-2017 20:22
42.562,13.291,8.1,1.0,54.0078,54.7009,-50.732,18.523,0.0,19-01-2017 20:25
42.926,13.1,7.2,1.8,10.6115,13.158,-9.909,3.796,0.000179,19-01-2017 20:29
42.577,13.311,9.5,1.9,53.0812,54.0299,-49.088,20.198,5e-06,19-01-2017 20:32
42.589,13.304,9.1,2.1,51.6462,52.5456,-47.745,19.691,9e-06,19-01-2017 20:35
42.505,13.298,10.2,1.5,60.133,61.0916,-57.062,18.971,1e-06,19-01-2017 20:36
42.563,13.329,9.2,1.4,55.0407,55.9028,-50.595,21.671,1e-06,19-01-2017 20:38
42.587,13.32,7.7,1.6,52.3395,52.9904,-47.938,21.009,2e-06,19-01-2017 20:38
42.839,13.18,10.9,1.7,22.169,24.9651,-19.727,10.116,2.9e-05,19-01-2017 20:40
42.519,13.316,11.7,1.8,59.1547,60.4159,-55.493,20.49,3e-06,19-01-2017 20:43
42.525,13.269,11.6,1.7,57.2198,58.5017,-54.749,16.634,2e-06,19-01-2017 20:45
42.528,13.288,15.2,1.7,57.4751,59.6019,-54.504,18.241,2e-06,19-01-2017 20:45
42.5,13.323,14.3,2.0,61.3965,63.1739,-57.67,21.063,4e-06,19-01-2017 20:49
42.587,13.234,11.4,2.1,49.8061,51.2267,-47.827,13.902,9e-06,19-01-2017 20:50
42.548,13.264,12.2,1.9,54.7204,56.193,-52.231,16.316,4e-06,19-01-2017 20:55
42.594,13.311,9.9,1.8,51.3385,52.3972,-47.178,20.245,4e-06,19-01-2017 20:57
42.492,13.311,13.8,1.5,61.8285,63.4787,-58.484,20.06,1e-06,19-01-2017 20:59
42.505,13.282,10.2,1.1,59.7004,60.6659,-57.014,17.706,0.0,19-01-2017 21:00
42.564,13.331,11.5,1.5,55.0781,56.3873,-50.575,21.811,1e-06,19-01-2017 21:05
42.58,13.315,9.4,1.7,52.8577,53.7916,-48.706,20.534,3e-06,19-01-2017 21:07
42.638,13.329,8.5,2.1,47.6633,48.5205,-42.377,21.817,1.1e-05,19-01-2017 21:09
42.583,13.31,9.1,1.7,52.4169,53.3032,-48.377,20.18,3e-06,19-01-2017 21:11
42.602,13.225,10.8,1.5,47.9746,49.3058,-46.123,13.199,2e-06,19-01-2017 21:14
42.801,13.172,9.3,2.0,25.7014,27.535,-23.932,9.37,4.5e-05,19-01-2017 21:17
42.581,13.321,8.9,2.0,53.0128,53.8537,-48.661,21.036,6e-06,19-01-2017 21:20
42.594,13.31,10.6,1.7,51.2507,52.4559,-47.121,20.155,3e-06,19-01-2017 21:21
42.995,13.129,10.0,1.5,6.7249,12.5364,-2.354,6.299,0.000102,19-01-2017 21:26
42.522,13.291,12.6,1.9,58.1751,59.6494,-55.164,18.475,3e-06,19-01-2017 21:28
42.526,13.321,9.8,2.5,58.672,59.5831,-54.802,20.955,1.6e-05,19-01-2017 21:31
42.541,13.334,8.9,1.7,57.5211,58.2971,-53.124,22.056,2e-06,19-01-2017 21:33
42.602,13.33,8.9,2.7,51.1718,52.0425,-46.266,21.863,3.9e-05,19-01-2017 21:36
42.617,13.28,9.7,2.1,48.0058,49.0942,-44.606,17.744,1.1e-05,19-01-2017 21:38
42.537,13.266,11.0,2.2,55.8765,57.0638,-53.411,16.415,9e-06,19-01-2017 21:57
42.554,13.318,11.6,1.5,55.6815,56.9981,-51.666,20.763,1e-06,19-01-2017 22:05
42.588,13.319,10.8,2.8,52.2341,53.4594,-47.88,20.879,4.6e-05,19-01-2017 22:10
42.54,13.283,13.0,1.9,56.019,57.6416,-53.096,17.859,4e-06,19-01-2017 22:18
42.566,13.192,7.1,2.3,51.1429,51.7163,-50.064,10.447,1.5e-05,19-01-2017 22:25
42.587,13.216,9.7,2.9,49.342,50.4015,-47.741,12.467,6.8e-05,19-01-2017 22:27
42.592,13.235,10.9,1.9,49.3013,50.6203,-47.273,13.996,6e-06,19-01-2017 22:29
42.517,13.294,10.2,1.9,58.7859,59.7662,-55.735,18.693,3e-06,19-01-2017 22:31
42.629,13.27,11.2,1.8,46.4525,47.9229,-43.246,16.959,5e-06,19-01-2017 22:35
42.573,13.3,10.5,1.8,53.1117,54.2551,-49.46,19.353,4e-06,19-01-2017 22:40
43.043,13.052,9.2,1.9,3.1117,10.2631,3.108,0.162,0.000347,19-01-2017 22:44
42.545,13.255,11.1,1.5,54.7688,56.0004,-52.526,15.513,1e-06,19-01-2017 22:50
42.51,13.292,9.4,2.1,59.4722,60.3037,-56.509,18.538,6e-06,19-01-2017 22:51
42.591,13.306,10.0,2.7,51.4719,52.548,-47.503,19.819,3.8e-05,19-01-2017 22:54
42.491,13.276,10.2,1.9,61.0463,61.9908,-58.581,17.172,3e-06,19-01-2017 23:00
42.925,13.037,10.5,1.8,10.0039,14.928,-9.914,-1.341,0.000137,19-01-2017 23:02
42.529,13.256,10.5,2.1,56.5274,57.6031,-54.328,15.615,7e-06,19-01-2017 23:05
42.509,13.296,10.2,2.1,59.634,60.6005,-56.571,18.865,6e-06,19-01-2017 23:07
42.592,13.312,8.1,2.6,51.5409,52.2667,-47.369,20.315,3e-05,19-01-2017 23:08
42.612,13.329,8.5,2.0,50.1734,50.9884,-45.209,21.761,7e-06,19-01-2017 23:11
42.581,13.306,9.4,2.6,52.479,53.4195,-48.581,19.847,2.9e-05,19-01-2017 23:12
42.592,13.27,11.0,1.6,50.263,51.5797,-47.354,16.851,2e-06,19-01-2017 23:13
42.593,13.319,10.0,1.8,51.7474,52.8179,-47.325,20.931,4e-06,19-01-2017 23:14
42.516,13.36,10.7,2.1,60.9274,61.9628,-55.942,24.138,5e-06,19-01-2017 23:24
42.535,13.302,9.8,2.2,57.0567,57.9932,-53.66,19.392,8e-06,19-01-2017 23:30
42.578,13.255,9.6,1.8,51.3221,52.322,-48.884,15.629,4e-06,19-01-2017 23:35
42.586,13.304,10.3,1.6,51.9041,53.0322,-48.023,19.694,2e-06,19-01-2017 23:41
42.597,13.222,10.9,1.9,48.446,49.7876,-46.674,12.982,6e-06,19-01-2017 23:49
42.52,13.403,9.8,1.7,62.0154,62.8781,-55.52,27.63,2e-06,19-01-2017 23:53
42.537,13.335,10.2,1.7,57.9516,58.9457,-53.58,22.08,2e-06,19-01-2017 23:54
42.524,13.352,8.6,1.9,59.8301,60.5303,-55.04,23.457,3e-06,19-01-2017 23:57
42.469,13.264,10.6,1.8,63.0396,64.0233,-60.948,16.104,2e-06,20-01-2017 00:01
42.597,13.305,9.9,2.0,50.8291,51.8983,-46.814,19.8,7e-06,20-01-2017 00:04
42.54,13.292,10.8,3.1,56.3252,57.4633,-53.166,18.597,7.5e-05,20-01-2017 00:09
42.604,13.319,8.5,2.1,50.6351,51.4427,-46.114,20.914,9e-06,20-01-2017 00:15
42.526,13.372,10.4,1.5,60.2982,61.2897,-54.827,25.096,1e-06,20-01-2017 00:19
42.49,13.297,12.0,2.7,61.6789,62.9487,-58.726,18.855,2.3e-05,20-01-2017 00:22
42.535,13.308,11.5,1.9,57.2603,58.5207,-53.703,19.868,4e-06,20-01-2017 00:24
42.498,13.255,12.8,1.6,59.7808,61.2598,-57.746,15.463,1e-06,20-01-2017 00:28
43.03,13.073,8.7,1.4,2.4793,9.6055,1.635,1.864,0.000131,20-01-2017 00:30
42.589,13.294,10.0,1.9,51.2905,52.3703,-47.706,18.838,5e-06,20-01-2017 00:38
42.536,13.33,9.4,2.3,57.8593,58.7137,-53.629,21.718,1e-05,20-01-2017 00:43
42.58,13.306,8.6,2.1,52.6464,53.4408,-48.78,19.802,8e-06,20-01-2017 00:46
42.602,13.302,9.8,1.9,50.2217,51.2832,-46.254,19.565,6e-06,20-01-2017 00:48
42.837,13.041,10.0,1.3,19.8109,22.459,-19.772,-1.243,1.5e-05,20-01-2017 00:58
42.618,13.312,8.3,2.2,48.9382,49.7373,-44.493,20.38,1.3e-05,20-01-2017 01:05
42.589,13.325,9.3,1.6,52.3413,53.2656,-47.778,21.374,2e-06,20-01-2017 01:12
42.58,13.311,9.0,2.5,52.7792,53.6415,-48.755,20.213,2.2e-05,20-01-2017 01:13
43.616,12.076,9.5,1.3,103.5394,104.0289,69.123,-77.087,0.0,20-01-2017 01:16
42.546,13.275,13.0,1.9,55.1576,56.8047,-52.416,17.175,4e-06,20-01-2017 01:20
42.556,13.332,9.4,1.7,55.9048,56.7887,-51.454,21.859,2e-06,20-01-2017 01:21
42.906,13.148,9.0,1.9,14.4552,17.3415,-12.251,7.672,0.000121,20-01-2017 01:25
42.573,13.297,6.3,1.4,53.0269,53.4714,-49.487,19.049,1e-06,20-01-2017 01:25
42.486,13.249,10.3,1.6,60.9615,61.9248,-59.102,14.942,1e-06,20-01-2017 01:29
42.525,13.268,12.5,1.5,57.1863,58.6631,-54.736,16.56,1e-06,20-01-2017 01:39
42.582,13.311,9.5,1.5,52.5351,53.4934,-48.489,20.218,2e-06,20-01-2017 01:43
42.53,13.279,11.1,1.8,56.9966,58.181,-54.255,17.466,3e-06,20-01-2017 01:44
42.59,13.241,12.1,1.6,49.6274,51.2217,-47.472,14.468,3e-06,20-01-2017 01:48
42.822,13.101,10.6,1.9,21.829,24.5254,-21.527,3.615,5e-05,20-01-2017 01:52
43.599,12.057,10.9,1.1,103.535,104.1695,67.289,-78.687,0.0,20-01-2017 01:54
42.587,13.328,9.5,2.1,52.5877,53.545,-47.928,21.641,8e-06,20-01-2017 01:57
42.525,13.339,9.4,1.8,59.2701,60.1044,-54.854,22.45,3e-06,20-01-2017 01:58
42.589,13.307,8.9,2.1,51.6943,52.5564,-47.694,19.939,9e-06,20-01-2017 02:00
42.587,13.323,9.2,1.8,52.4325,53.3369,-47.953,21.206,4e-06,20-01-2017 02:01
42.465,13.361,9.6,2.2,66.1735,66.952,-61.618,24.127,5e-06,20-01-2017 02:03
42.577,13.293,10.0,2.4,52.4731,53.5291,-49.004,18.763,1.7e-05,20-01-2017 02:03
42.589,13.313,10.1,2.3,51.929,53.0159,-47.738,20.439,1.4e-05,20-01-2017 02:10
42.541,13.333,10.5,2.8,57.4786,58.5368,-53.133,21.925,3.6e-05,20-01-2017 02:13
42.585,13.302,10.5,2.8,51.9351,53.1039,-48.141,19.486,4.7e-05,20-01-2017 02:22
42.557,13.32,9.7,1.7,55.4134,56.3589,-51.324,20.893,2e-06,20-01-2017 02:24
42.59,13.318,10.1,1.5,52.0152,53.1003,-47.657,20.842,2e-06,20-01-2017 02:26
42.531,13.31,10.8,1.7,57.7903,58.9001,-54.196,20.063,2e-06,20-01-2017 02:28
42.623,13.253,11.5,1.8,46.5219,48.0647,-43.839,15.569,5e-06,20-01-2017 02:34
42.593,13.274,10.2,1.9,50.3315,51.473,-47.285,17.246,6e-06,20-01-2017 02:38
42.586,13.309,9.3,1.9,52.1335,53.0614,-48.119,20.062,5e-06,20-01-2017 02:43
42.547,13.344,10.8,1.9,57.1921,58.3133,-52.429,22.85,4e-06,20-01-2017 02:45
42.486,13.318,11.1,1.8,62.6384,63.718,-59.161,20.581,2e-06,20-01-2017 02:48
42.538,13.332,9.0,2.2,57.761,58.5501,-53.454,21.886,8e-06,20-01-2017 02:53
42.58,13.3,10.1,1.8,52.3886,53.4662,-48.693,19.328,4e-06,20-01-2017 02:58
42.597,13.31,10.3,1.8,50.9844,52.1323,-46.811,20.203,4e-06,20-01-2017 03:02
42.55,13.278,14.5,1.8,54.8733,56.9077,-52.032,17.429,3e-06,20-01-2017 03:04
42.585,13.32,9.0,2.0,52.5986,53.4639,-48.216,21.02,6e-06,20-01-2017 03:05
42.593,13.315,9.1,1.9,51.5625,52.4633,-47.263,20.612,5e-06,20-01-2017 03:08
42.544,13.307,11.2,1.8,56.3056,57.5246,-52.692,19.847,3e-06,20-01-2017 03:11
42.533,13.305,13.5,1.7,57.3734,59.0758,-53.909,19.634,2e-06,20-01-2017 03:14
42.782,13.177,10.0,2.1,27.7642,29.7117,-26.017,9.693,4.6e-05,20-01-2017 03:23
42.536,13.332,9.2,2.1,57.9589,58.7783,-53.687,21.84,6e-06,20-01-2017 03:29
42.546,13.26,10.8,1.9,54.8229,55.9916,-52.446,15.966,4e-06,20-01-2017 03:31
42.542,13.336,10.0,1.9,57.4046,58.3714,-52.938,22.2,4e-06,20-01-2017 03:40
42.576,13.319,8.9,2.0,53.4748,54.3086,-49.214,20.918,6e-06,20-01-2017 03:42
42.541,13.322,9.7,1.8,57.0756,57.9939,-53.06,21.031,3e-06,20-01-2017 03:47
42.596,13.334,9.3,1.7,52.0142,52.9442,-47.05,22.176,3e-06,20-01-2017 03:51
42.549,13.303,11.0,1.7,55.73,56.9203,-52.196,19.528,2e-06,20-01-2017 04:04
42.53,13.341,10.1,2.1,58.8269,59.7886,-54.312,22.6,6e-06,20-01-2017 04:10
43.03,13.028,6.3,1.9,2.5215,7.3275,1.764,-1.801,0.000545,20-01-2017 04:12
42.587,13.256,10.4,2.1,50.4306,51.6121,-47.92,15.715,9e-06,20-01-2017 04:21
42.587,13.229,13.9,1.9,49.6661,51.7338,-47.796,13.501,5e-06,20-01-2017 04:22
42.49,13.376,9.8,2.5,64.1072,64.9421,-58.866,25.389,1.3e-05,20-01-2017 04:33
42.611,13.285,10.1,1.7,48.7137,49.8707,-45.193,18.183,4e-06,20-01-2017 04:47
42.605,13.309,8.5,1.9,50.1964,51.0111,-45.977,20.145,6e-06,20-01-2017 04:48
42.6,13.307,9.2,1.7,50.5893,51.526,-46.473,19.988,3e-06,20-01-2017 04:52
42.588,13.34,9.4,2.3,52.9773,53.9091,-47.914,22.602,1.3e-05,20-01-2017 04:56
42.599,13.325,8.9,1.6,51.3095,52.1779,-46.624,21.421,2e-06,20-01-2017 05:00
42.585,13.303,10.9,1.4,51.9675,53.2204,-48.142,19.569,1e-06,20-01-2017 05:03
42.545,13.348,10.3,1.7,57.5213,58.5412,-52.646,23.175,2e-06,20-01-2017 05:09
42.633,13.257,12.6,1.7,45.655,47.5194,-42.781,15.944,4e-06,20-01-2017 05:15
43.02,13.096,6.9,1.9,3.7484,8.3666,0.559,3.706,0.000466,20-01-2017 05:28
42.495,13.4,9.1,1.9,64.3892,65.1127,-58.281,27.373,3e-06,20-01-2017 05:31
42.542,13.342,9.3,1.7,57.6969,58.5367,-53.037,22.715,2e-06,20-01-2017 05:34
42.609,13.293,11.0,1.6,49.1855,50.5303,-45.46,18.777,3e-06,20-01-2017 05:45
43.017,13.115,6.9,2.3,5.2059,9.1133,0.114,5.205,0.000923,20-01-2017 05:49
42.572,13.258,10.2,2.5,51.9665,53.0728,-49.499,15.822,2.3e-05,20-01-2017 05:54
42.949,12.993,11.9,1.8,8.6517,15.1856,-7.152,-4.868,0.000132,20-01-2017 05:56
42.503,13.261,14.4,2.3,59.4081,61.2676,-57.234,15.926,9e-06,20-01-2017 06:00
42.495,13.278,18.9,2.2,60.6752,63.7256,-58.14,17.354,6e-06,20-01-2017 06:04
42.564,13.352,8.7,2.1,55.7929,56.5594,-50.555,23.602,7e-06,20-01-2017 06:07
42.505,13.284,12.9,1.9,59.6973,61.2003,-56.962,17.863,3e-06,20-01-2017 06:10
42.586,13.309,10.3,2.1,52.0655,53.1901,-48.031,20.096,8e-06,20-01-2017 06:20
42.517,13.356,11.1,1.1,60.7111,61.8245,-55.858,23.786,0.0,20-01-2017 06:29
42.527,13.357,10.7,1.6,59.7137,60.7698,-54.726,23.89,1e-06,20-01-2017 06:31
42.602,13.252,10.8,2.0,48.691,50.0032,-46.17,15.463,8e-06,20-01-2017 06:32
43.059,13.084,5.2,1.2,5.6002,8.048,4.835,2.826,0.000109,20-01-2017 06:46
42.494,13.293,9.9,1.5,61.1548,62.0462,-58.276,18.543,1e-06,20-01-2017 06:48
42.593,13.291,10.3,2.3,50.7809,51.9334,-47.235,18.643,1.5e-05,20-01-2017 06:49
42.569,13.322,12.4,1.7,54.285,55.8153,-49.996,21.149,3e-06,20-01-2017 06:50
42.606,13.317,10.8,1.5,50.325,51.5956,-45.823,20.805,2e-06,20-01-2017 06:54
42.591,13.3,9.2,1.7,51.2478,52.1727,-47.46,19.336,3e-06,20-01-2017 06:55
42.597,13.292,9.1,2.2,50.3931,51.3144,-46.781,18.734,1.2e-05,20-01-2017 07:01
42.592,13.318,8.9,2.2,51.8197,52.6797,-47.467,20.789,1.1e-05,20-01-2017 07:02
42.595,13.308,11.0,1.8,51.1832,52.4768,-47.097,20.041,4e-06,20-01-2017 07:06
42.591,13.312,9.4,1.8,51.6725,52.6275,-47.492,20.361,4e-06,20-01-2017 07:08
42.526,13.367,10.5,2.2,60.1046,61.1174,-54.798,24.694,7e-06,20-01-2017 07:14
42.575,13.319,9.6,2.0,53.5356,54.4949,-49.28,20.917,6e-06,20-01-2017 07:17
42.512,13.304,14.2,1.5,59.5175,61.3252,-56.239,19.48,1e-06,20-01-2017 07:18
42.579,13.299,10.0,0.8,52.4554,53.5118,-48.792,19.26,0.0,20-01-2017 07:21
42.956,13.136,9.8,1.5,9.4883,14.0632,-6.643,6.775,8e-05,20-01-2017 07:21
43.03,13.087,11.4,1.2,3.3602,12.4423,1.599,2.956,5.2e-05,20-01-2017 07:23
42.536,13.347,10.1,2.1,58.4194,59.3876,-53.656,23.106,6e-06,20-01-2017 07:23
42.597,13.302,10.3,1.6,50.78,51.9325,-46.865,19.553,2e-06,20-01-2017 07:26
